content,id,trans_eng
"@Azkapr1 Hi  Azkapr, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1346026219498655744,"@Azkapr1 hi azkapr, is there anything we can help with xlhome fiber? Thanks^Adi :)"
@prasukoyo Saat ini XL memiliki layanan XLHOME Fiber nih. XLHOME Fiber ialah layanan akses internet super cepat dengan menggunakan kabel serat optik dan juga memberikan produk Home Entertainment berupa Set Top Box (decoder TV d.. https://t.co/onf1bE0mec,1346000449615216640,@Pasukoyo currently XL has a Xlhome Fiber service. Xlhome Fiber is a super fast internet access service using optical fiber cables and also provides home entertainment products in the form of set top boxes (Decoder Tv D. https://t.co/onf1be0mec
"@prasukoyo Hi Eko, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1345997687594700800,"@Pasukoyo Hi Eko, is there anything we can help with Xlhome Fiber? Thanks^Adi :)"
Mohon solusi XLHome internet yg  lost signal,1345905955138019328,Please SOLUTION XLHOME INTERNET LOST SIGNAL
"@tifunxx Maaf kak jb jb, xlhome kakak gangguan dari jam berapa? Dirumah aku gangguan juga daritadi huhuhu😭",1345724303011037184,"@tifunxx sorry sis jb jb, xlhome sister disorders from what time? At home I was disturbed too from the huhuhu>"
Stp box yang dikirim dari xlhome kok layarnya ilang gini ya min? Dari kemaren udah coba ganti hdmi masih begini @myXLCare https://t.co/qjT4QX5QNl,1345715606297874432,"STP Box sent from Xlhome, how come the screen is gone like this, bro? From yesterday I tried to change HDMI like this @myxlcare https://t.co/qjt4qx5qnl"
@squidwardfess xlhome si,1345658417864560640,@squidwardFess xlhome si
"@inibams  Hi Bams, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1345520604003241986,"@inibams hi bams, can we help you about xlhome fiber? Thanks^Adi :)"
"@Ardhians_syah Hi Thoha, terima kasih atas antusiasmenya ya. Saat ini XLHOME Fiber sedang melakukan perluasan area jaringan dan terkait dengan hal ini Thoha bisa membantu kami dengan mengisi data pada tautan ini https://www.xl... https://t.co/4J0e0GGFca",1345520361077555201,"@Ardians_syah Hi Thoha, thank you for your enthusiasm. Currently Xlhome Fiber is expanding the network area and related to this Thoha can help us by filling out data on this link https: //www.xl ... https://t.co/4j0e0ggfca"
"Xlhome makin kesini makin lemot, gangguan makin sering. Tak sesuai exp",1345249106294292480,"Xlhome is getting more and more slow, the more often the disturbance. Not according to exp"
ada yg pny no sales xlhome daerah kotagede dn sekitarny?,1345239757723353089,Is there anyone a no sales xlhome area of ​​Kotagede and surrounding it?
xlhome gangguan trus anjg!,1345231172884840450,xlhome disorder then anjg!
"Pasang 2 lah. IndiHome dan XLHome.
Kalaupun ada masalah, biasanya gak barengan, jadi aman. https://t.co/ihLIPy6wyN",1345012000351424513,"Install 2. Indihome and Xlhome.
Even if there is a problem, it's usually not together, so it's safe. https://t.co/ihlipy6wyn"
"@nisful_laili83  Hi Nisful, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1344989275146711041,"@nisful_laili83 hi nisful, can we help you about xlhome fiber? Thanks^Adi :)"
@XLAxiata_Tbk @myXL @AXISgsm Benar. Tapi pas mau masang XLhome harus TTD diatas materai 6000 bahwa tidak akan memutus kontrak selama 1 tahun. Jadinya make provider sebelah deh yg mahal😭,1344961509546315782,"@Xlaxiata_tbk @myxl @axisgsm Right. But when I want to put on Xlhome, it must be signed on a stamp duty 6000 that it will not break the contract for 1 year. So it uses the provider next door, expensive"
"@renatojw  Hi Renatojw, yuk kunjungi https://t.co/VHvnacRvKF terkait dengan informasi serta layanan XLHOME Fiber yang kami tawarkan. Thanks^Adi :)",1344957680004132864,"@renatojw Hi Renatojw, let's visit https://t.co/vhvnacrvkf related to information and XLHOME Fiber services that we offer. Thanks^Adi :)"
Petisi untuk my republic mnc play xlhome untuk masuk ke perumahan taman wisma asri. Uji kesabaran ama indih0me,1344872191477727232,The petition for My Republic MNC Play Xlhome to enter the Taman Wisma Asri Housing. Patience Test Ama Indih0me
@cheryoppaa xlhome jugaa yaa please,1344850141291790339,@cheryoppaa xlhome too
"@sari_abank Ini XLHome yang pakai kabel (fiberoptic), bukan yang model WISP. Kalau yang model WISP, males juga, nanti sinyal jelek, ikut bablas semua 😅😅",1344838206903054339,"@sari_abank This xlhome uses cable (fiberoptic), not the wisp model. For wisp models, lazy too, later the signal is bad, join all bablas 😅😅"
"@sari_abank Good choice, karena kalau pakai streaming, kurang praktis user interfacenya bagi yang sepuh.

Ini mau compare saja, walaupun dari segi harga, FM kalah jauh. FM 25Mbps 500 ribuan, XLHome dengan 50Mbps hanya 300 ribuan, include router dan tv box, gratis (gak ada biaya sewa).",1344835355187400705,"@sari_abank good choice, because if you use streaming, the user interface is not practical for the elderly.

This wants to compare it, even in terms of price, FM is far behind. FM 25Mbps 500 thousand, Xlhome with 50Mbps is only 300 thousand, including router and TV box, free (no rental fees)."
@XLHome @xlhomeid PAYAH JARINGAN LU. BIKIN RIBET. PUTUS NYAMBUNG-NYAMBUNG PUTUS. MENGECEWAKAN,1344672070928482311,@Xlhome @xlhomeid lumming your network. Make it complicated. Disconnect connecting. DISAPPOINTING
yth @xlhomeid complain yaaahh....xlhome nya kok error warna merah terus dalam 2 minggu ini....mohon solusi pastinya (sudah reset berulang kali tetep E merah muncul)...matur suwun,1344570822938095618,Dear @xlhomeid complain yaaahh .... xlhome how come the red error continues in these 2 weeks ... please the exact solution (already reset repeatedly but the red e appears) ... Matur Suwun
"@bayobayy  Hi Bayu, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks ^Dian",1344504154157268992,"@bayobayy hi bayu, related to xlhome fiber service can be conveyed via DM huh :) Thanks ^Dian"
@bonpakecabe xlhome dong,1344500363638915074,@bonpakecabe xlhome please
Xlhome makassar ngampas lagi... @xlhomeid,1344458032135041025,Xlhome makassar ngampas again ... @xlhomeid
@HalomoanIkhsan Gasken pindah xlhome 1gbps,1344330294376034307,@Halomoanikhsan Gasken Moving Xlhome 1Gbps
@collegemenfess xlhome 280k/bulan,1344123870899400706,@collegemenFess xlhome 280k/month
"@tovan_hnd Buat wifi? 
Indihome msh kenceng sih rerata. Kalau msh dket kota ya bisa idhome, xlhome, gmedia.
Kalo buat hp, telkomsel sm xl. Tri bagus cuma dket2 kota aja. Mulai masuk kampung2 ya telkomsel sm xl",1344113578278719488,"@tovan_hnd for wifi?
Indihome is still fast. If it's still a city, it can be idhome, xlhome, gmedia.
If for a cellphone, Telkomsel sm xl. Tri is good only detas city. Starting to enter the villages, Telkomsel sm xl"
@dindaapuji Beralih ke xlhome tanta,1344065650927386624,@dindaapuji Turning to Xlhome Tanta
xlhome klo tiap pagi buta gini error mulu deh,1343973323680583680,xlhome if every morning blind like this error first
@makeitpaw xlhome 😔💔,1343966989442633729,@makeitpaw xlhome 😔💔
"@msjekki Hi Jek, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1343729811471040515,"@msjekki hi jek, is there anything we can help with xlhome fiber? Thanks^Adi :)"
"@jusri27174501 Hi Jusri, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1343728790434791424,"@jusri27174501 Hi Jusri, can we help you about Xlhome Fiber? Thanks^Adi :)"
"@m4r_kun  Hi, terkait dengan pertanyaan tersebut kami tidak ada informasi nih. Terlebih lagi untuk perangkat yang ditanyakan diluar dari layanan XLHOME Fiber. Thanks^Adi :)",1343708607670435840,"@m4r_kun hi, related to this question we have no information. Moreover, for the device asked outside of the Xlhome Fiber service. Thanks^Adi :)"
Selamat malam sohabatku @Xlhome_Jogja sudah gak kuat ini pentung terus,1343640429066010624,"Good evening my friend @xlhome_jogja is not strong, this continues"
Xlhome kl malem bala bgt. mana tsel jg sama aja......,1343638096412200961,XLHOME KL MALEM BALA BGT. where are you just the same ...
"@xlhomeid Bagaimana nih XLhome? Langganan fiber dijanjikan good service, malam ini saya telp CS tidak dijawab. Padahal mau dipakai untuk meeting.",1343621779844042754,"@xlhomeid how about this xlhome? Fiber subscriptions are promised good service, tonight I call CS is not answered. Even though you want to be used for meetings."
Xl home pondok melati sehat? Ada apa ini? #xlhome @xlhomeid,1343620884276244480,XL Home Pondok Melati Sehat? What is this? #xlhome @xlhomeid
Dari mau brgkt kerja Sampe pulang kerja emosi bgt ngurusin xlhome. Ribet bgt sih!,1343543803299295232,"From wanting to work to work to work emotions, I really take care of XLHOME. It's really complicated!"
"@Sam_Ardi dari awal cuma mahal nya aja , kami pakai XLHome",1343492403890593792,"@Sam_ardi from the beginning it's just expensive, we use xlhome"
xlhome ded ya ini,1343477010828460032,xlhome ded
"@myXLCare kalau saya mau beli paket/kuota untuk xlhome bisa melalui mana ya? Setelah update, aplikasi nya jadi tidak ada pilihan paket/kuota untuk xlhome. Mohon bantuannya",1343473511893880832,"@myxlcare if I want to buy a package/quota for xlhome, where can you go through? After the update, the application is no choice of package/quota for XLHOME. Please help"
xlhome please be nice,1343151106763837441,xlhome please be nice
Ga ngerti lagi gua ama xlhome https://t.co/Sh1E9B6uxB,1343102095096877056,"I don't understand anymore, I am xlhome https://t.co/sh1e9b6uxb"
@xlhomeid  stb juga gak Dateng Dateng jadi gimana nih xlhome saya sudah sabar nunggu stb lama sampai WiFi nya gangguan terus udh gak habis pikir sih ini mah lagi main game tiba tiba gangguan tolong XL home kalo bisa kasih infonya,1343088960692649985,"@xlhomeid stb also doesn't come so what do I do, xlhome I have been patient waiting for a long time until the wifi is disturbed and I don't understand, I don't think about playing games suddenly the disorder, please XL home if you can give the info"
"@youronlyrendy  Hi Rendy, XLHOME Fiber ialah layanan akses internet super cepat dengan menggunakan kabel serat optik dan juga memberikan produk Home Entertainment berupa Set Top Box (decoder TV digital/ Android TV box) ya. Cek .. https://t.co/eq7Ct0Z3iY",1343061749793136641,"@youronlyrendy Hi Rendy, Xlhome Fiber is a super fast internet access service using optical fiber cables and also provides home entertainment products in the form of set top boxes (Digital TV Decoder/ Android TV Box). Check .. https://t.co/eq7ct0z3iy"
"@Mapul19  Hi Mapul, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1342990614632124416,"@Mapul19 hi mapul, is there anything we can help with xlhome fiber? Thanks^Adi :)"
"@bisot Hi Bisot, informasi terkait dengan layanan dan produk layanan XLHOME Fiber silakan kunjungi https://t.co/VHvnacRvKF ya. Thanks^Adi :)",1342983842177511424,"@bisot Hi Bisot, Information related to Xlhome Fiber Services and Services Please visit https://t.co/vhvnacrvkf. Thanks^Adi :)"
@xlhomeid Min untuk wilayah Kalimantan Utara apakah jaringan xlhome dah masuk?,1342814686878683138,@xlhomeid min for the North Kalimantan region Does the xlhome network have entered?
@mulfangurl xlhome kece,1342811837348253696,@mulfangurl xlhome kece
@mulfangurl untung k pake xlhome 😎👋,1342811277479927809,@mulfangurl fortunately we use xlhome 😎👋
"@YadiMul25547360 Hi Yadi, kunjungi https://t.co/VHvnacRvKF yuk terkait dengan informasi serta layanan yang XLHOME Fiber tawarkan. Thanks^Adi :)",1342631806160420865,"@Yadimul25547360 hi yadi, visit https://t.co/vhvnacrvkf, related to information and services that Xlhome Fiber offers. Thanks^Adi :)"
@nidanadiyan hmm di rumah gw pake xlhome sih,1342440721819738112,@nidanadiyan hmm at home I use xlhome anyway
"Assalamualaikum
Sudah Desember.
Janji TV Box akan ada saat pemasangan hanya OMONG DOANG.

#XLHome",1342307596040990721,"assalamualaikum
It's December.
TV Box promise will be there when installation just talking.

#Xlhome"
ampe dimarahin iqbal loh xlhome https://t.co/oRXIVSZZpd,1342156779178741760,Ampe is scolded Iqbal xlhome https://t.co/orxivszzpd
mati &amp; kill cam ter absurd. thx xlhome jaringan anda sangat buruk https://t.co/vJzUpt3HW2,1342155425651691520,Dead & amp; Kill Cam Ter Absurd. thx xlhome your network is very bad https://t.co/vjzupt3hw2
@Akbar10Ward Cek xlhome bar,1342149677072805891,@Akbar10ward check xlhome bar
"@xlhomeid mohon cek DM , perihal program yg saya terima melalui whatsapp dr xlhome",1341998469523783680,"@xlhomeid please check DM, regarding the program I received via WhatsApp from Xlhome"
@banjarbase xlhome ja adakah?,1341968733753860096,@banjarbase xlhome ja is there?
@banjarbase Aku xlhome pang 270k sbulan,1341948183828557824,@banjarbase I xlhome pang 270k sbulan
"o xlhome, kenapa jaringanmu bermasalah pas aku lagi butuh-butuhnya?",1341927196030431232,"O xlhome, why is your network problematic when I need it again?"
BARU TAU KALAU XLHOME ADA CHANNEL TVN NYAA WKWKWKWK😭😂🤣,1341775842439962627,"Just found out that Xlhome has a tvN channel, wkwkwkwk click"
@cryoverloud psang xlhome aj,1341773616581496839,@cryoverloud psang xlhome aj
"Ya ampun sales xlhome ini yaa baru tgl 23 sih ini udah ngechat ajaa, aku ga pernah telat bayar deh tiap bulan. Baru gajihan hari ini, sabar dong ah🙄",1341735602006315008,"Geez, this XLHOME sales, just 23, this is already just haunting, I have never been late to pay every month. Just a gajihan today, be patient ah🙄"
"@xlhomeid CSR udah jalan, kapan nambah coverage area-nya min ? nih aing di depok ga dapet XLHome",1341610492964433920,"@xlhomeid CSR already runs, when do you add the coverage area, min? here Aing in Depok doesn't get xlhome"
pelanggan lama sdh mulai jenuh sama @IndiHome terlalu sering mati layanannya...ada saran buat provider lain untuk internet daerah buncit?sayang XL Home belum masuk ke Buncit #indihome #telkom #xlhome #firtmedia #biznet,1341578380278284288,"The old customers have started to get bored with @IndiHome, the service is too often ... there are suggestions for other providers for the internet distended area?"
#XL HOME Edutainment Zone Donasi Akses Internet Fiber untuk Pembelajaran Jarak Jauh. Kunjungi https://t.co/AoOtgS6F35 . #hdp #xlaxiata #xlhome https://t.co/YDL6xjV7rG,1341415372382117889,#XL Home Edutainment Zone Donation of Fiber Internet Access for Learning Distance. Visit https://t.co/aootgs6f35. #hdp #xlaxiata #xlhome https://t.co/ydl6xjv7rg
XLHome ditempat sy (Kota Banjarabaru - Kalsel) gangguan sejak pagi tadi. Mohon perhatian utk segera diperbaiki min @myXLCare . Terima kasih,1341308916446052353,Xlhome in my place (Banjarabaru City - South Kalimantan) Disorders since this morning. Please pay attention to be fixed immediately @myxlcare. Thank you
@xlhomeid dimakassar sebagian user XLHome signal nya down ??? Knp?,1341298994056577025,"@xlhomeid in Makassar, some of the XLHOME Signal users are down ??? Why?"
"@sahrullmubaraq  Hi Sahrul, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks ^Dian",1341294664838598656,"@sahrullmubaraq hi sahrul, related to xlhome fiber services can be conveyed via DM yes :) Thanks ^Dian"
@djvorstre Hallo. Maaf area ini belum tercover jaringan xlhome.,1341254222617047040,"@djvorstre hello. Sorry, this area hasn't covered the Xlhome network."
@xtrymind aku juga lambat banget kaak pakenya xlhome 300 mbps cuman 300k per bulan kak :( FUP nya ∞ GB hiks,1341176266255343618,@xtrymind I am also very slow to use the xlhome 300 Mbps only 300k per month sis :( the fup ∞ gb hiks
"Padahal gue jg pas di pke tv streaming xlhome tu cuma msk in email doang biar ad account nya, gue g pernah berlangganan pas nntn juga g premier trs tb2 dpt email begini😭 https://t.co/EXESAIdjLx",1341006051781484545,"Even though I was right on the XLHOME TV streaming, I just msk in email so that the ad account, I never subscribe when I also g premiere, Trs TB2 can email this"
Sumpah takut bgt tb2 dpt email gini dr vidio padahal gue g ada app vidio trs g pernah ikut berlangganan jg pas gue cek metode pembayarannya budling xlhome LAHHH gue aj udh hampir 2 bln yg lalu dicopot xlhomeny sumpah takut bgt ditagih sm pihak xlhome😭 https://t.co/SFsxjCXEvF,1341005635186348032,"I swear to be afraid of Tb2, I can email me this, even though I have an app for the video, I have never been subscribed when I checked the payment method for Budling Xlhome, I have almost 2 months and then removed XLHOMENY, I was afraid of fear of being collected by XLHOME. /t.co/SFSXJCXEVF"
@raisanadhifa xlhome joss,1340999901379846145,@raisanadhifa xlhome joss
Informasi Paket XLHome 1Gbps Tidak Sesuai Kenyataan - https://t.co/TKLkKMPFly | cc @myXLCare,1340987558017314818,XLHOME 1Gbps package information does not match reality - https://t.co/tklkkmpfly | cc @myxlcare
@SoundOfYogi XLHome masuk ko Om,1340958502999580672,@Soundofyogi xlhome entered ko uncle
"@SiwaHan Hi Siwa, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1340889781127901184,"@Siwahan Hi Shiva, is there anything we can help with Xlhome Fiber? Thanks^Adi :)"
"@blackvvhitegrey gws xlhome :""",1340883610824372227,"@blackvvhitegrey Gws ​​Xlhome: """
@xlhomeid @powpong_ temen saya @powpong_ mau pake xlhome min,1340881538741723136,@xlhomeid @powpong_ My friend @powpong_ want to use xlhome min
@LAGlSEDIH Aku yang huga emosi dengan xlhome 🙂,1340847262528806913,@LaglSedih I'm the one who is also emotional with xlhome 🙂
"@yusrlry  Hi Yusrlry, cek https://t.co/VHvnacRvKF yuk untuk informasi layanan dan produk XLHOME Fiber yang kami tawarkan. Thanks^Adi :)",1340810745227870208,"@yusrlry hi yusrlry, check https://t.co/vhvnacrvkf for information on the services and products of the Xlhome Fiber that we offer. Thanks^Adi :)"
xlhome kalo malem jelek bgt najis,1340672153872596992,xlhome if it's bad
@xlhomeid @Rezki_Alfiannor Iyaa bagusan xlhome dong,1340670260391755776,@xlhomeid @rezki_alfiannor yaa bagusan xlhome please
"@maulidyaputeri Hi Maulidya, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1340538012006924288,"@maulidyaputeri hi maulidya, can we help you about xlhome fiber? Thanks^Adi :)"
@xlhomeid saya udah ngehub 1 bulan yg lalu tapi belum Dateng juga ni orang xlhome,1340497798299447297,"@xlhomeid I was already in the past 1 month ago but I haven't arrived yet, this Xlhome"
"@DoniTiyas  Hi Doni, maaf atas ketidaknyamanannya dan mohon informasikan data diri detailnya via DM ya. Akan kami bantu follow up hal tersebut ke tim XLHOME Fiber. Thanks^Adi :)",1340457345059471362,"@Donitiyas hi doni, sorry for the inconvenience and please inform the detailed data via DM. We will help follow up it to the Xlhome Fiber team. Thanks^Adi :)"
"@DoniTiyas  Hi Doni, kami bantu cek untuk gambar yang ditampilkan memang milik XLHOME ya. Adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1340455271173218305,"@Donitiyas hi doni, we help check for the picture displayed indeed belongs to Xlhome. Can we help you about Xlhome Fiber? Thanks^Adi :)"
"Akhir tahun:
Bengong❌
Kesal dan stress karena #JaringanInternetRTO✅

Buat kalian yang berlangganan XLHome tau ngga kalau keluhan kalian ngga akan diperbaiki oleh XLHome?
Buktiin aja lemotnya! Baca disini👇🏻

@xlhomeid @myXL @AXISgsm",1340306242783170560,"End of year:
Stunned
Annoyed and stressed because #Networkinternetrto✅

For those of you who subscribe to Xlhome, do you know that your complaints will not be corrected by Xlhome?
Just prove the slow! Read here him

@xlhomeid @myxl @axisgsm"
"@indodax hallo indodax kenapa saya logi di PC salalu too many request ya? saya pakai provider xlhome kenapa ya? saya udah coba berkali kali, sampai saya restart komputer saya dan saya restart wifi saya tetep aja. kenapa ini? pusing saya mau treding https://t.co/4B7UcTI3aK",1340303821403090949,"@Indodix Hello Indodax Why I Logically On PC Always Too Request huh? I use the Xlhome provider why? I've tried many times, until I restart my computer and I restart my wifi, but still. What happen? Dizzy I want to treding https://t.co/4b7uct3ak"
"kelar juga dm-an sama admin xlhome, knp ga lgsg ke rumah aje sih ngecek hadeee🤯",1340282140416602113,"It's also done with the Xlhome admin, why don't you go to the house, I check hadeee🤯"
@naishix6 AMINNN XLHOME AYO BERSAHABAT,1340262410142109696,@naishix6 aminnn xlhome let's be friendly
"@vaiosyhr Dipotong bulan kemaren cepe bro 😂 ini dah nanya oxygen, xlhome, indihome, mana yg cepet aja",1340217901165420549,"@vaiosyhr cut last month Cepe bro 😂 this has asked Oxygen, xlhome, indihome, which one is fast"
"@anugerahrade  Hi Anugerahrade, informasi perihal layanan XLHOME Fiber bisa langsung cek di https://t.co/VHvnacRvKF ya. Thanks^Adi :)",1340174013461454851,"@anugerahrade hi anugerahrade, information about xlhome fiber services can directly check at https://t.co/vhvnacrvkf yes. Thanks^Adi :)"
"@rasjawa saya pengguna xlhome. 
dan puas sampai saat ini..
stream, zoom dll lancar jaya",1340150911167959040,"@rasjawa I am a Xlhome user.
and satisfied until now ..
stream, zoom etc. smoothly victorious"
"@bimoariefputro  Hi Bomi, yuk cek di https://t.co/XopGMT03pa terkait dengan informasi layanan dan produk XLHOME Fiber. Thanks^Adi :)",1340148333029965824,"@bimoariefputro hi bomi, let's check at https://t.co/xopgmt03pa related to service information and xlhome fiber products. Thanks^Adi :)"
"@rayzapratama Hi Rayzapratama, yuk cek langsung di https://t.co/XopGMT03pa untuk detail informasi layanan dan produk yang XLHOME Fiber tawarkan. Thanks^Adi :)",1340146032831647744,"@rayzapratama Hi rayzapratama, let's check directly at https://t.co/xopgmt03pa for detailed information on services and products that Xlhome Fiber offers. Thanks^Adi :)"
"@ramadhansk Hi Ramadhan, saat ini kami sampaikan bahwa XLHOME Fiber sedang melakukan perluasan area jaringan ya. Sekiranya areanya belum tercover, Ramadhan dapat melakukan pengajuan penambahan jaringan di area Ramadhan melalui .. https://t.co/q8nc9WegwI",1340129475778859009,"@Ramadhansk Hi Ramadhan, we are currently conveying that Xlhome Fiber is expanding the network area. If the area has not been covered, Ramadhan can submit a network addition in the Ramadhan area through ... https://t.co/q8nc9wegwi"
"@Lindanu27858624  Hi Linda, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1340086104423198721,"@Lindanu27858624 hi linda, is there anything we can help with xlhome fiber? Thanks^Adi :)"
@xlhomeid min kenapa sinyal xlhome di tempat saya gak bisa di gunain ya? Padahal saya baru byar tagihan,1339993468509155329,@xlhomeid min why the xlhome signal in my place can't be used? Even though I just bills the bill
TWITTER DOWN APA XLHOME BALA NIH,1339819292989145088,Twitter Down What Xlhome Bala
"@mdykamal  Hi Kamal, terkait layanan XLHome Fiber bisa disampaikan via DM ya :) Thanks ^Dian",1339743722603380736,"@mdykamal hi kamal, related to xlhome fiber services can be conveyed via DM huh :) Thanks ^Dian"
"@xlhomeid hai xlhome. aku langganan paket dgn speed up to 50mbps dan dapet promo selama 6 bulan free up to 100mbps
tp nyatanya rata2 cuman 30-40an mbost https://t.co/WEqK1JG0KV",1339743542030176261,"@xlhomeid hi xlhome. I subscribe to a package with speed up to 50mbps and get a promo for 6 months free up to 100mbps
but in fact only 30-40 mbost https://t.co/weqk1jg0kv"
"Tolong dong xlhome, biznet, myrepublic, cbn plis bgt salah satu dri kalian ngejangkau ke rumah gue miris bgt ya allah😭",1339638254400724993,"Please XLHOME, Biznet, MyRepublic, CBN PLIS really, one of you can reach my house, it's really good"
@helmaahera pindah xlhome aja kak😭🔥🔥,1339629619406721025,@helmaahera just moved xlhome sis.
@fajripopo Saat ini XLHOME Fiber belum sampai area Prambanan nih. Yuk lakukan pengajuan penambahan jaringan di area Fajri  melalui Website kami di : https://t.co/zmOQXNLT1a agar dapat kami jadikan rekomendasi untuk melakukan perluasan jaringan berikutnya :) Thanks ^Adi,1339578198632189954,@fajripopo currently Xlhome Fiber hasn't reached the Prambanan area. Let's submit an additional network in the Fajri area through our website at: https://t.co/zmoqxnlt1a so that we can make recommendations for expanding the next network :) Thanks ^Adi
"@fajripopo Hi Fajri, yuk cek di https://t.co/VHvnacRvKF untuk informasi lebih lanjut terkait dengan layanan dan produk XLHOME Fiber kami. Thanks^Adi :)",1339576099374727169,"@fajripopo hi fajri, let's check at https://t.co/vhvnacrvkf for more information related to our XLHOME Fiber services and products. Thanks^Adi :)"
"@Satria77436822 Hi Satria, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1339569242929131520,"@Satria77436822 Hi Satria, can we help you about Xlhome Fiber? Thanks^Adi :)"
"@ozi_zakaria Hi Achmad,  XLHOME Fiber ialah layanan akses internet super cepat dengan menggunakan kabel serat optik dan juga memberikan produk Home Entertainment berupa Set Top Box (decoder TV digital/ Android TV box) ya. Thanks ^Mira",1339517573226885120,"@ozi_zakaria Hi Achmad, Xlhome Fiber is a super fast internet access service using optical fiber cables and also provides home entertainment products in the form of set top boxes (Digital TV Decoder/ Android TV Box). Thanks ^Mira"
@fitroonggg pit maneh make indihome nya. Duh xlhome begini gak yah ? 🤔 https://t.co/kkYuQRHOAF,1339341262260817922,@fitroonggg pit maneh make indihome. Is this xlhome like this? 🤔 https://t.co/kkyuqrhoaf
"@inidanangg  Hi Danang, cek langsung di https://t.co/VHvnacRvKF terkait dengan informasi layanan dan produk yang XLHOME Fiber tawarkan. Thanks^Adi :)",1339217904856797184,"@inidanangg hi danang, check directly at https://t.co/vhvnacrvkf related to service information and products that Xlhome Fiber offers. Thanks^Adi :)"
"@rose_angelinaa  Hi Rose, terima kasih dukungannya dan terkait dengan layanan XLHOME Fiber bisa langsung cek di https://t.co/VHvnacRvKF ya. Thanks^Adi :)",1339210667434209281,"@rose_angelinaa hi rose, thank you for your support and related to the xlhome fiber service can immediately check at https://t.co/vhvnacrvkf yes. Thanks^Adi :)"
"@xlhomeid Heh org, boroboro menguasai, kabel TV rumah saya dan @ocaadfeni aja udah hampir 3 bulan kaga di pasang  sm pihak XLHOME, jawabannya mohon menunggu trs. Gila x macem org jaman dulu suruhnya dengerin radio. Sok sok follow up padahal kaga. @xlhomeid",1339185171619168256,"@xlhomeid heh org, Boroboro mastered, my home tv cable and @ocaadfeni have almost been installed for almost 3 months, it is installed by Xlhome, the answer is to wait. Crazy x macem org in the past told him to listen to the radio. Pretentious follow up even though kaga. @xlhomeid"
"@Yonatanferonal1  Hi Yonatan, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1339094007889072129,"@Yonatanferonal1 hi yonatan, is there anything we can help with xlhome fiber? Thanks^Adi :)"
@banjarbase Maaf aku xlhome,1339078271825137665,@banjarbase sorry I'm xlhome
@afianfl @IndiHome pindah ke xlhome https://t.co/SbbUwpYbj5,1338871185971367936,@afianfl @IndiHome moved to xlhome https://t.co/sbbuwpybj5
@Anan87V @potabeekeju sama juga ini ketolong xlhome,1338847619578130439,@Anan87v @potabeekeju is also helped xlhome
"@tioammar @secgron @IndiHome Sejelek-jeleknya pelayanan dan kecepatan XLHome paling ngga netflix selalu 1080P bahkan saat dipakai untuk dua layar secara bersamaan. Memang indihome nya, toh di group netflix pernah bilang lancar indihome kalau pakai vpn",1338839605328584705,"@tioammar @secgron @IndiHome as much as possible service and xlhome speed is not the most Netflix always 1080p even when used for two screens simultaneously. Indeed IndiHome, anyway in the Netflix group once said that IndiHome is smooth if you use VPN"
@fkyram ayo beralih ke xlhome,1338662394638176257,@fkyram let's switch to xlhome
"@DapurEngkong  Hi, adakah yang bisa kami bantu mengenai XLHOME Fiber? Thanks^Adi :)",1338641213507813381,"@Dapurengkong hi, is there anything we can help with xlhome fiber? Thanks^Adi :)"
@xlhomeid Saya sudah selalu melapor. Tau ngga? Gangguannya memang ngga pernah diperbaiki langsung. Malah nyuruh semua staff agar meng-edukasi pelanggan yang ngeluh. Buat apa? Buat memaklumi ketidak kompetenan kalian? Shame on you @xlhomeid @myXL @xlhome,1338491531825594368,"@xlhomeid I always report. Do you know? The disturbance is never fixed directly. In fact, tell all staff to educate complaining customers. What for? To understand your incompetent? Shame on you @xlhomeid @myxl @xlhome"
@xlhomeid Eh serius google down min? Kok saya ngga tau ya? Wah ternyata internet saya dari @xlhomeid yang ternyata selalu RTO. Terima kasih XLHOME,1338490830865063937,"@xlhomeid eh seriously google down min? How come I don't know? Wow, it turns out that my internet from @xlhomeid is always RTO. Thank you Xlhome"
@myXLCare min xlhome ikutan fomo down google kah ?,1338471565298548737,@myxlcare min xlhome follows fomo down google?
