tweet_conv_eng,eng
"Karma, jd xlhome yg ilang hahahaha","Karma, so xlhome is missing hahahaha"
"karna indihom sudah pasti busuk, mending coba xlhome aja brou..","because Indihom is definitely rotten, it's better to try xlhome brou .."
"kasian dah IndihOm user, untung diriku pake xlhOme","sorry for the user's indihom, fortunately I use xlhome"
Kasian gara gara hiu jadi anak xlhome,Sorry because of the shark to be a child xlhome
kasih tau mic,Tell Mic
kata nya mah bagus yak xlhome,the word is good yak xlhome
Katanya mau xlhome,He said want xlhome
Katanya myrep di depok bagusss huhu. Antara myrep atau XLhome kayanya niiccc,He said myrep in Depok is good huhu. Between MyREP or XLHOME it seems niiccc
Katanya si biznet soalnya xlhome juga baru kan,He said the biznet because xlhome is also new
"katanya sih maintenance nasional, seluruh indonesia down. Kacau amat ya.. Yang saya alami minggu terlahir koneksi xlhome berantakan, Ping digit, DL speed less than Mbps. UL speed naik turun!! Parah!! Handling customer jg paraah!!","He said the national maintenance, all of Indonesia down. Very chaotic ... what I experienced Sunday was born a messy connection xlhome, ping digit, in speed less than mbps. Ul speed up and down !! Critical!! Customer Handling Also Parah !!"
Katanya Wifi XLhome paling stabil jaringannya. Gw pengen ganti ke XLhome cuma rumah gw belum terjangkau wkwk,"He said the most stable WiFi Xlhome network. I want to change to Xlhome, only my house is not reached, wkwk"
"Katanya XLHome ada di Bandung, tapi di pengisian form aja opsi Bandung gak ada. Gimana sih. Kok gak kompak.","He said Xlhome is in Bandung, but in filling the form of the Bandung option there is no. How is it. How come it's not compact."
Katanya xlhome bagus ya?*Ngomongnya pelanpelan**Masih berasa kompetitor***Akibat kelamaan handle telco,He said xlhome is good huh?*Say slowly
"Kau apakan lagi internetkuYungalah, gangguan aja terosBaru nanti kuganti citranet apa XLHome, tau rasa!","What are you doing the internet again, just the new disturbance later I will replace Citranet what Xlhome, know the taste!"
Kau kenapa xl home,You're why xl home
Kaum Xlhome ga ada keluhan.,There are no complaints of XLHOME.
Kawa xlhome nder,Kawa xlhome nder
"kayaknya bakalan pake kartu kredit tapi ngatau juga deh, gw udah nyoba nelpon smua pin, biznet, xlhome, oxygen, bali fiber, mncplay, gada yg masuk semua","I think I will use a credit card but also, I have tried to call all pins, biznet, xlhome, oxygen, bali fiber, mncplay, the gada that enters all"
"Kayaknya xlhome emang dari hari yg lalu kemusuhan mulu sama twitter Gemes bgt gue notif twitter masuk tapi ga bisa refresh timeline dan tab notif, gimana ceritanya dah notif dm juga ada tapi ga bisa bales hadeuuuuuuh","I think XLHOME is indeed from the last day, the ability to go with Twitter is really excited, I don't rehabilitate the timeline and the notif tab, how the story is notified DM also exists but can't reply to hadeuuuuuuh"
Kayaknya XLHome. Nyobain barang baru.,I think XLHOME. Try new items.
"Kayaknya yg ada home homenya emang bermasalah semua, XLHome lambat pas maghrib, Indihome sering gangguan.. Mau pake oxygen, myrepublic atau biznet belum nyampe di sini","I think there is a home home that has all problems, xlhome is slow when sunset, indihome often disturbed ... want to use oxygen, myrepublic or biznet have not arrived here"
Kayanya dari kemarin xlhome sinyalnya penyakitan mulu,I think from yesterday xlhome signal the disease is first
"Kayanya iya, soalnya xlhome aku jg ngadet2","I think yes, because xlhome I'm also ngadet2"
Kayanya km seles xlhome ni,I think it's finished xlhome
"kayanya tetep disini bun, lg pada ngomongin merger fm sama xlhome","I think it's still here, Bun, again talking about FM mergers with XLHOME"
"Kayknya wa lagi error dehh, ku pakek wifi indihome sama xlhome ga bisa semua","Kayknya wa again error dehh, I use indihome wifi with xlhome can't all"
Kayutangi lancaf jaya. Tapi XLHome,Kayutangi Lancaf Jaya. But Xlhome
Kbps kelo alahan pada xlhome mbps,KBPS Kelo Alahan on Xlhome MBPS
"Kda tau mun xlhome, tpi mun indhum di rumahku gangguan pang nih","You know Mun Xlhome, but you have you in my house"
"kdtau, aku xlhome xixi","Kdtau, I'm xlhome xixi"
kdthu aku pakai xlhome,Kdthu I use xlhome
Ke lokal aja bro xlhome,Just to local bro xlhome
"Kebetulan saya pakai xlhome, jarang lemot dan gangguan seperti mereka","Incidentally I use XLHOME, rarely slow and disturbances like them"
kebetulan saya tiang nya mba jdi paham betul jaringan para pengguna XLhome aman dan terpercaya,"Incidentally, I have a pole, so I understand the network of XLHOME users, safe and reliable"
kebiasaan bgt xlhome jam segini.,The habit is really xlhome at this hour.
kebiasaan bgt xlhome selalu error tiap malem,The habits of the xlhome are always error every night
"Kebiasaan sinyal xlhome ancur parah, gaada koneksi sama sekali","Xlhome signal habits are badly destroyed, no connection at all"
kebiasaan XLHome kalo hujan jaringannya kayak siput,the habit of xlhome if it rains the network like a snail
Kebiasaan xlhome kalo jam segini pasti ngadat,The habit of xlhome if this hour will definitely crash
Kebiasaan xlhome klo malem gajelas,The habit of xlhome if it's night
Kebiasaan xlhome mun tengah malah bisa RTO kampret,The habit of Xlhome Mun is even RTO Kampret
Kecamatan setu kabupaten bekasi udah masuk belom?,"Setu District, Bekasi Regency, have you not yet entered?"
"Kecepatan emang segitu doang kayaknya ya? Gw langganan yg XLHOME Mbps, tp ga pernah sampe Mbps.","Is that speed like that? I subscribe to the xlhome mbps, but never arrived mbps."
Kecepatan Mb download tannya XLhome gile,Speed ​​Mb Download Tannya Xlhome Gile
kecewa berat dengan aplikasi MyXL yg baru. Skrg tdk bisa beli kuota xlhome dgn pulsa di aplikasi. Sudah x ini hrs kontak lsg ke callcentre or lwt twiter. Paraaahh. Dikomplain jg sampe skrg ga ada perubahan di apps,Disappointed with the new MyXL application. Now can't buy xlhome quota with credit in the application. Already x this must contact lsg to callcentre or lwt twiter. Paraaahh. There is also a complaint until now there is no change in the apps
kecuali telkom group ya? soalnya mau pasang xlhome nunggu pasangnya didaerah sini lama huhu,except Telkom Group huh? because I want to install xlhome waiting for the pair in the area here for a long time huhu
Kek baru $NUMBER$ hari lalu diambil? Wkwkwk gue jg baru pake xlhome bulan berarti. Hopefully ga menurun yaa ceu performanya,New $ number $ day ago was taken? Wkwkwk I just used xlhome moon meaning. Hopeful doesn't decline
kek brand ambassador xLhOMe ludibalep dikit pensi,KEK Brand Ambassador Xlhome Ludibalep Little Pensi
keknya besok gue harus mengungsi di rumah temen. xlhome flop banget subhanallah gue mau ngevote akun aja sampai menitan,Keknya tomorrow I have to evacuate at a friend's house. xlhome flop really subhanallah I want to just go to the account until it
Keknya mesti buruan ganti ke xlhome,Keknya must be hunted to Xlhome
"Keknya xlhome aja yg gangguan, aku pakai live.on by xl lancar aja ni","I just interrupted, I used live.on by xl."
"Kelakuan XL siang ini, IKAN HIU MAKAN TOMAT...XLhome ma jaringan selulernya AMPAS...","XL's behavior this afternoon, shark eating tomatoes ... xlhome ma cellular tissue pulp ..."
Kelebihan dari first media cukup stabil dibandingkan XLhome,The advantages of First Media are quite stable compared to Xlhome
"Kemaren indihome yg gangguan, skrg xlhome yg lemot","Yesterday Indihome was disturbed, now the slow xlhome"
KEMARENN LAGI ABYSS LOADING MULUU AHHHHH XLHOME FIXX UR INTERNET,"Yesterday again, Abyss loading was already ahhhhh xlhome fixx UR internet"
"kemarin depan rumah baru dipasang tiang xlhome (komplek griya marelan tahap , medan marelan). Kira2 kapan bisa pasang xlhome di rmh nih min?","Yesterday in front of the new house was installed Xlhome pole (Griya Marelan Komplek Phase, Medan Marelan). I guess when can you install Xlhome on RMH, Min?"
"Kemarin lampu internet yg mati, skrg lampu los yg nyala.. payah Xlhome.. cuma promo di gedein","Yesterday the internet lights were dead, now the stall lights are on ... lousy xlhome .. only promos in Gedein"
Kembaran ku ni,My twin
Kena prank XLHOME. Padahal gw langganan Mbps,Hit by prank xlhome. Even though I subscribe to MBPS
"Kenal bgt tuh sama ide tvc xlhome WAKAKAKAKAKAKA, nego gajinya kau tolak, tapi decknya tak kau buang. Dasar agency.","I know how to do the XLHOME TVC idea, Wakakakakakakaka, negotiable your salary is rejecting, but you don't throw the deck. Basic Agency."
Kenapa akhir-akhir ini xlhome ngeselin amat. Ngelaaaag mulu elah,Why lately Xlhome is so annoying. Ngelaaaag first
Kenapa di jam jam sekarang XLHome sering error yah ??? parah nih ..,Why in the clock now xlhome often error ??? this is bad ..
Kenapa Harus XL Home Makassar? via,Why does it have to be XL Home Makassar? via
Kenapa inet provider xlhome gabisa ngeload image twitter ya ? Darikemaren,Why does the Xlhome provider inet can not call Twitter image? From the parcel
Kenapa jaringan xlhome dirumah sy lemot yah,Why is the xlhome network at home I'm slow
kenapa kalau pakai jaringan xlhome gak bisa pakai aplikasi line sih?,"Why if you use the XLHOME network, can't use the LINE application?"
kenapa klo jam segini suka eror xlhome min,why if this hour likes to error xlhome min
Kenapa nggak pakai xlhome?,Why not use Xlhome?
Kenapa sampai sekarang blm ada pihak XLHome yg menghubungi saya?,Why until now there is no Xlhome who contacted me?
KENAPA SI XLHOME,Why Xlhome
"kenapa sih setup yg pake browser ngga pernah bisa? kan jadi harus bolak balik keluarin sim card dari xlhome ke smartphone, terima sms, balikin lagi sim-nya. ngga praktis amat sih??","Why does the setup that uses a browser can never? So you have to go back and forth out the SIM card from Xlhome to the smartphone, receive the SMS, return the SIM. Not very practical ??"
Kenapa sih xlhome ga nyampe depan rumah udah emosi pake firstmedia zzzzz,Why does Xlhome not arrive in front of the house already emotional using Firstmedia Zzzzz
"kenapa sinyalnya ndut ndutan di bintara,,di telp ke katanya ga masalah,, Bingung bingung ku memikirkan mei jam","why is the signal ndut ndutan in Bintara ,, on the phone to the word no problem ,, confused I'm confused thinking"
"kenapa wifi di rumah sy tidak bisa digunakan ya?padahal sinyal penuh, ditempat sodara pake xlhome jg tp aman aman aja. tolong bantuannya",Why can't wifi at my house be used? Please help?
kenapa xlhome belum sampe ke rumah saya,why xlhome hasn't arrived yet to my house
Kenapa xlhome blm ada di tempat gw hiksss,Why xlhome hasn't been in my place hiksss
KENAPA XLHOME GA NGECOVER DAERAH RUMAH W YAALLAH,"Why does XLHOME not cover the area of ​​the house, yaallah"
Kenapa xlhome ga nyampe ke rumah sih hiks,"Why doesn't Xlhome arrive at home, sob"
"KENAPA XLHOME GW G AD JARINGAN , TIAP BULAN SELALU SAJA BEGITU YAAMPUN","Why my xlhome is not a network, every month is always so far"
kenapa xlhome sangat buriq seperti wajahmu,Why Xlhome is so buriq like your face
"kenapa ya gak bisa buka Netflix dari Hape dan TV, jika terhubung WiFi XLhome?","Why can't you open Netflix from cellphone and TV, if connected to WiFi Xlhome?"
"Kenapa ya Indihome udah ftth tapi gak berani kasih harga yg murah meriah kaya provider baru, let's say Myrep, Xlhome, Oxygen dll.","Why is Indihome already FTTH but don't dare to give a cheap price like a new provider, let's say myrep, xlhome, oxygen etc."
"Kenapa ya pelayanan di xlhome lamban sekali, minggu lebih gak ada perubahan, Payah ini","Why is the service at Xlhome so slow, there is no change week, this is bad"
kenapa ya wifi xlhome gabisa buka twt???? apk lain lancar lancar aja soalnya,"Why does WIFI XLHOME can't open TWT ???? Other apks are smooth, the problem is"
kenapa ya xlhome tempat saya belum ada padahal rt sebelah sudah ada.,Why is Xlhome where I don't have it even though the RT next door is there.
Kenapadeh kadang kworah dan igeh itu kalau diakses gabisa pake wifi (xlhome) ? Maunya pake paket data doang,Kenapadeh sometimes Kworah and Igeh if accessed can not use WiFi (XLHOME)? I want to use a data package
kenya xlhome lagi kecewa sama kamu,Kenya Xlhome is disappointed with you
"Kepada , apakah layanan kalian mencapai lokasi teman saya, ?","To, does your service reach my friend's location?"
"Kepada , pada tanggal agustus saya dihubungi pihak xlhome dan dijadwalkan pemasangan pada tgl agustus, namun tidak ada teknisi yg datang dihari tersebut. Bahkan tidak ada pemberitahuan terkait hal tersebut.","To, on August I was contacted by Xlhome and was scheduled to install on August, but no technician came on that day. There was no notification regarding this matter."
Kepada firstmed/xlhome udh berapa minggu ini kalian jaringannya jelek bgt???,"To Firstmed/Xlhome, how many weeks have you been in a bad network ???"
"keren emang xlhome, wifi mati mulu tiap jam segini.","Cool is xlhome, wifi dies every hour at this time."
"Keren, Axiata Gelar Konser Digital Bareng . Kunjungi .","Cool, Axiata held a digital concert together. Visit."
Kesel bat udah,I'm so up
kesel di Cianjur belum bisa pake XLHome!!!,"Upset in Cianjur, you can't use XLHOME !!!"
keseringan dc jadi senyumin aja lah pake xlhome ini,DC frequency so just smile using this xlhome
Ketik XLHOME (SPASI) LANGGANAN KIRIM KE OPERATOR,Type XLHOME (space) Subscribe to send to the operator
Ketika gabut melanda,When the ribb is hit
"Ketimbang sebelah, mending xlhome ya bang ?","Instead of next door, it's better to xlhome, bro?"
Ketolilan gue hari ini udah ngegas internet mati dari pagi ke cs xlhome. Terus ternyata gue salah ngasih id pelanggan,I have been the internet today has died from morning to CS Xlhome. Then it turns out I gave the wrong customer ID
Khabar gembira! gencar perluas layanan di !,Happy khabar! Increased Expanding Services in!
"Khusus masyarakat Daerah Istimewa Yogyakarta, yang mau pasang wifi bisa berlangganan XL Home sekarang !! Mumpung ada Promo Paket Family Up To Mbps Rp rb/bulan = Rp rb/bulan * Hingga Mei . Untuk info lengkapnya bisa WA : $NUMBER$-0506","Especially for the people of Yogyakarta Special Region, who want to install WiFi can subscribe to XL Home now !! While there is a promo package family up to MBPS Rp rb/month = Rp rb/month * until May. For complete information, WA: $ number $ -0506"
"kira2 kapan ya layanan XLHome sampai ke wilayah kami di koordinat ini?-2.325190,115.472132Paringin Kota, Paringin, Balangan Regency, South Kalimantan","When do the XLHOME service arrive at our area at this coordinates? -2.325190,115.472132Paringin City, Paringin, Balangan Regency, South Kalimantan"
Kirain disuruh tidur sangking lamanya wkwkwkwk... down,I think I was told to sleep for a long time wkwkwkwk ... Down
"Kirain ganti ke xlhome bakal bagus, taunya gangguan terusss hadehhh","I think change to Xlhome will be good, you know the disturbance of the hadehhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh"
"Kirain karena UI kerjasama sama XL, dapet langganan gratis XLHome tahun kek. Eh, kemaren dapetnya sabun","Kirain, because UI cooperation with XL, got a free subscription XLHOME KEK. Eh, yesterday got soap"
"Kirain semenjak xLhome masuk, yg lain bisa masuk","I think since Xlhome has entered, others can enter"
Kira-kira berapa harga nomor nya min?,"How much is the number, min?"
"kl ada xlhome sikat aja bg, ini tmptku cmn ada indihome jadi mau apa , itu kayanya box fibernya udah penuh, jadi yaudah kelimit segitu","if there is a xlhome just brush it, this is my cmn there is indihome so what do you want, it seems like the box fiber is already full, so it's already as much as that"
"Kl di jalan ada liat mobil warna merah promo indihome, samperin aja.Btw yakin mau pake indihome?Ada firstmedia, bizznet, xlhome, citranet dll lhooo...??","If on the road there is a red car promo indihome, just samperin"
"kl indihome suruh restart modem, kl xlhome lgsg dateng teknisinya WKWKWK","kl indihome telling restart modem, kl xlhome lgsg came with technical"
"Kl kalian layanannya seperti XLHome yg mobile, lalu minta test pakai LAN itu masih bisa diterima, karena karakter koneksinya XLHome mobile itu pengantarnya gelombang di udara. Lah kalian kan pakai fiberoptic, wireless dalam gedung/ rumah. Kok minta ngetes pakai LAN?","If you have a service like Xlhome who is mobile, then asking for a test using LAN it is still acceptable, because the XLHOME Mobile connection character is an introduction to the waves in the air. You use fiberoptic, wireless in the building/ house. How come I ask to test using LAN?"
"Kl kami terpaksa pakai indihome karna blm ada pilihan, nunggu XLhome blm masuk2, Indihome di lokasi yg keluarga gunakan sdh sktr bulanan ini lelet, tdk seperti awal2","If we are forced to use indihome because there is no choice, waiting for xlhome not yet entered, indihome at the location that the family uses this monthly SKTR is slow, not like the beginning"
"Kl merah (+putih) itu indihome. Hijau+biru FM, orange (mungkin) citra, biru (mungkin) xlhome.Aku bilang mungkin, soalnya yg fix tau itu yg FM (pake ini dirumah) sama indihome","KL red (+white) is indihome. Green+blue fm, orange (maybe) image, blue (maybe) xlhome"
klau xlhome ketahuan jg ga yah ahaha,if xlhome was discovered too ahaha
"Klo ada pilihan provider: indihome, myrepublic, xlhome, biznet dan lain lain, jangan pilih indihome","If there is a provider option: indihome, myrepublic, xlhome, biznet and others, don't choose indihome"
"Klo di tempat saya, ajlut2an semua provider.Dari inet winet gig, xlhome, tetring paket data ampe competitor indihome, si mediacloud.Krn mmg kebutuhan internet ditengah pandemic sangat tinggi. Semua WFH, anak sekolah home e-learning. Bandwith terbagi2.Gag ada provider yg siap.","If in my place, all of the providers. From the inet winet gig, xlhome, tetring data package for indihome competitors, the mediacloud. All wfh, school children home e-learning. Bandwidth is divided. There is a provider that is ready."
klo indihome remotenya pencet warna biru?? lupa dh gnti xlhome soalnya,if indihome remote is pushing blue ?? forgot dh gnti xlhome because
"Klo nawarin cepat sekali dibalas, pas pengaduan hahaha gak dibales2 gmn sih ini","If you offer it very quickly, when the complaint hahaha isn't in the gmn"
Klo pke xlhome boleh ikutan ga min?,If xlhome can join in or min?
klo rumah lo masuk xlhome. ganti deh. gue udh pake tahun ga pernah ada kendala.,if your house enters xlhome. Change. I have used no obstacles.
"Klo smpe skrg tukang XLhome kaga dtg, gua bakar kantor nya syuu hikss mna bangbangcon udh deket","If you now the xlhome driver is like, I burn the office of the hiks mna bangbangcon"
Klo tmpat w untuk saat ini sih yg paling enak xlhome,If you are at this time the most delicious xlhome
Klo xlhome tersedia di daerah makassar bagian mana saja?,If xlhome is available in Makassar which part?
Km sdh be xlhome kah sat,Km already be xlhome kah sat
km wifi nya apaa? aku pake xlhome ko lemot yaa,"What's the wifi? I use xlhome, how come it's slow"
Km wifinya xlhome lo? Soalnya aku jua kytu :,Km wifinya xlhome lo? Because I'm also KYTU:
"Kmrn sempat dipersusah gtu soalnya padahal uda k Plaza ny yg d Jatinegara, ortu ak ud terlanjur sebel kynya. Belum bisa diyakinkan kembali . Sedang mempertimbangkan di dobel sama XLHome sih ini.","I was able to be entrusted with the problem, even though even though the plaza was in jatinegara, my parents were already resentful. Can't be convinced again. Is considering double with xlhome anyway."
Knapa wifi xlhome putus2 Mbps lo !!,Why wifi xlhome broke up mbps you !!
knp kalo buka Twitter pake xlhome ga muncul gambar dan videonya? Kalo buka pake data lancar2 aja,"why if you open twitter using xlhome, the picture and video appear? If open using data smoothly"
"knp kaya tai ini xlhome,emosiku","why is this rich tai xlhome, my emotions"
knp lagi si ni xlhome ahelah,why is this xlhome ahhome
knp ni? masalah mulu ni xlhome,why is this? mulu ni xlhome problem
knpa xlhome pakbal skli,why xlhome pakbal skli
Ko ora gwo xlhome ya..,How come I gwo xlhome huh ..
"Kode Tiang MNC: Providernya MNCPlayMoratel: Providernya OxygenMyreprovidernya MyRepublicIndosatrovidernya GIGXLrovidernya XLHomeBaliTowerrovidernya BaliFiberFirstmediarovidernya FirsmediaFiberStar: Providernya bisa CBN, MyRep, XLHome, Transvision dsb",MNC Pole Code: the provider mncplaymorarate: the provider is the oxygenmyreprovider myrepublicindosatrovider gigxlrovider xlhomebalitowerrovider is balifiberfirestmedarovider.
Koe pake xlhome van?,KOE USING XLHOME VAN?
"Kog susah untuk layanan komplain gangguan , ,","KOG is difficult for interference complaints,"
Kok aku diinfoin klo xlhome yg bundling sama MNc vision kuotanya cm gb per bln ya?,"How come I am infused if xlhome is bundling with mnc vision, the quota cm cm per month huh?"
Kok di gua xlhome masi lancar jaya wk,How come in Xlhome Cave still run smoothly wk
kok gw bayar mbps ya,how come I pay mbps huh
Kok gw dpt kuota gb ya pdhal pke yg bmps,"How come I can get a quota of GB, even though the one is bmps"
kok jarinfan d rumahku lemotnya parah bgt ya?,how come my jarinfan is so slow?
Kok lemot bingitsss si xlhome ni yak,How come it's slow bingitsss the xlhome
Kok no respon gini sampe sekarang?,How come the response is like this until now?
"kok saya juga lemot padahal gak ada yg maen emel ataupun epep?eh, maap...saya XLhome","how come I'm also slow even though no one is playing emel or epep? Eh, sorry ... I'm xlhome"
kok xl home lelet bngtt ejekekskskakkaka,how come xl home is slow
Kok XLhome blom masuk ke daerah jatisari ya,How come xlhome hasn't entered the Jatisari area
kok xlhome juga lemot ya dari kemarin,how come xlhome is also slow from yesterday
kokkk item!? emang item? MENGNANGISSS WIFI GUE .XLHOME YUBISAYUUU,Kokkk item!? Is item? Mengangissss wifi me. Xlhome yubisayuuuu
Komplen nih udh hari Wifi Tidak Bisa dipakai Sama Sekali Tapi Untuk TV Bisa.kalo gk bisa bisa saya mau Daftar XlHome Soal Ny Di Komplek saya udh bisa daftar jadi kalo besok gk bisa atau lusa saya mau copot firstmedia,"Complen this wifi day can not be used at all but for TV you can. If I can't be able to register xlhome about ny in my complex, I can register so if tomorrow I can't or the day after tomorrow I want to remove Firstmedia"
"koneksi internet dirumah ada kendala dari tanggal januari , udah juga lapor ke CS via email &amp; tlp. Tapi kenapa di email jawabnya normal aja. Coba deh kirim teknisi ke lapangan biar pelanggan g dirugikan &amp; berpaling.","Internet connection at home there are obstacles from January, already reporting to CS via email & amp; Phone. But why in the email the answer is just normal. Try sending technicians to the field so that customers are disadvantaged & amp; turn away."
"Koneksi terburuk sepanjang sejarah pakai Sebulan full agustus sering down dan td jam gangguan. Kualitas cust service jg standar, ga ada solusi. Unreliable.","The worst connection throughout history uses a month full August is often down and TD interrupted hours. The quality of custom service is also standard, there is no solution. Unreliable."
koneksi xlhome menyebalkan akhir akhir ini,The Xlhome connection is annoying lately
"Koq masih mati? Udah capek via DM, telp smp habis pulsa. Aneh kmrn sdh dpt email dr XL udah aktif koq jam :20 pagi malah diblokir, trus sore nyala. Laah sekarang dr jam :20 pagi juga diblokir lagi.. dimana tanggung jawab XLhome??","How come it's still dead? Already tired via DM, call junior high school. It's strange that I have been able to email from XL, it's already active at: 20 in the morning even blocked, then the afternoon is on. Now, now from Jam: 20 in the morning is also blocked again .. Where is Xlhome's responsibility ??"
"Kota Surabaya,Perumahan Pogot Palm Regency Blok B No ,Kecamatan Kenjeran,Kelurahan Tanah Kali kedinding apakah bisa di pasang xlhome fiber?","Surabaya City, Pogot Palm Regency Housing Blok B No, Kenjeran District, Tanah Kali Kedinding Village can it be installed Xlhome Fiber?"
"kota to mba agus, ganti bisnet aja, apa xlhome","city ​​to mba agus, just change the bisnet, what xlhome"
kowe pake xlhome do?,Kowe uses xlhome do?
Kpan xlhome ada dikmplek w udah muak dgn indigome,Kpan xlhome there is already dikmplek w already fed up with indigome
Kpn ya pak/Bu XLhome mengembangkan jaringannya.. dan mampu menjangkau semua masyarakat terutama di area Jabodetabek,"Kpn yes sir/bu xlhome developed its network ... and able to reach all people, especially in the Jabodetabek area"
ktana xlhome bgs tp ak psang nya indihome,because xlhome bgs but I am indihome
Ktanya myrepublic cs nya ga helpful? Gue mikir mau biznet or xlhome deh kyaknya,As if the myrepublic cs is not helpful? I think I want to biznet or xlhome
"ku bisa apa, tethering akhirnya, duit lagicuma bisa rating rendah aja buat xlhome jadinya hehe","what can I do, tethering finally, money can be rated low for xlhome so hehe"
Ku di pamulang timur masih suka gini. Akhirnya lebih sering tethering via hape Myrepublic jg ga cover ke komplek rumah. Xlhome pun. Sedih amat ya,"I still like this in East Pamulang. Finally, more often tethering via myrepublic cellphone also doesn't cover to the house complex. Xlhome too. Very sad huh"
Ku ingin maraaaaaaah~ ya allah XLhome ki ngopo seeeehhhhhhhh... raiso kerjooooo ya alloh,I want maraaaaaaah ~ O Allah xlhome ki ngopo seeeehhhhhhhh ... Raiso works
ku kaitu jua mun be xlhome,I have also been in xlhome
"kualat kemarin ngetawain indihome error, sendirinya xlhome malam ini lemot bgttt","Kualat yesterday laughed IndiHome Error, itself Xlhome tonight is slow"
"Kualitas internetnya makin ke sini makin bobrok. Sy langganan Mbps, kalo siang hari masih bisa dapat speed diatas Mbps, tp kalo malam hancurrr, Mbps saja ga nyampe. Sy sdh pasti berhenti langganan XLHome bulan ini.","The quality of the internet is getting more dilapidated here. I subscribe to MBPS, if during the day can still be able to speed above MBPS, but if the night is destroyed, MBPS doesn't reach. I definitely stopped subscribing to Xlhome this month."
"Kudatang membawa kabar gembira! Sekarang kalo kamu bayar tagihan XL HOME lewat , kamu bisa langsung dapetin cashback hingga Rp30ribu kalo pake kode voucher BLIBLI-XLHOME. Tuh, lumayan banget kan?Promo ini berlaku dari $NUMBER$ Oktober ya!","I came to bring good news! Now if you pay XL Home bills passing by, you can immediately get a cashback up to Rp. 30 thousand if you use the Blibli-XLhome voucher code. See, it's pretty good right? This promo is valid from $ number $ October!"
Kukira nggak pilih karena kualitasnya.Soalnya mau pindah pakai xlhome dari pada indihome juga,I don't think you choose because of the quality.
"kukira xlhome, ternyata dari sananya","I guess XLHOME, it turns out from there"
Kuota saya jadi cepet habis gegara WiFi xlhome matiiiii,My quota is so fast after the XLHOME wifi state is dead
"Kupikir daerah ku maju, ternyata.... pole biznet sama xlhome aja belum nyampe","I thought my area advanced, apparently .... pole biznet and xlhome just haven't arrived"
Kurang lebih dengan xlhome. Well pengalaman pakai indihome juga kaya gini. Harusnya namanya ganti jadi XLHoe dan IndiHoe,More or less with Xlhome. Well experience using Indihome is also like this. The name should be changed to Xlhoe and Indihoe
kurang ngerti jg ya.. tp kemaren kosanku blm ada jaringan xlhome dan kl mau pasang ya disuruh ky gitu.,"I don't understand too ... but yesterday my boarding house hadn't had a xlhome network and I wanted to install it, I was told to be told."
kursi &amp; meja kerja set yg bagus.langganan biznet / XLhome yg lebih gak rewel dibanding provider indihum.,chairs & amp; good job desk. Biznet / xlhome subscription which is more unfinbler than indihum provider.
"Kuwi tandane kowe kok melestarikan keturunan.. wes ndang, rak yo ra perlu tak wasiti to ?","Kuwi Tandane Kowe how come preserving offspring ... Wes Ndang, Rak Yo Ra needs not to be aware of to?"
Kuy nikmati netflix dg wifi xlhome. S&amp;K berlaku. Silahkan PM for detil,Kuy enjoy Netflix with WiFi Xlhome. S & amp; k apply. Please PM for Details
Kuy nonton vidio bersama XLHome,Kuy Watching Vidio With Xlhome
Kuy yang Mau berlangganan xlhome wifi langsung DM boskyu.....,Kuy who wants to subscribe to xlhome wifi directly dm boskyu .....
Kzl bngt xlhome ga ada tiangnya dkt rumah ak,Kzl bngt xlhome there is no pole with a house
lagi gangguan atau gmn ya?koneksi saya utk bermain game ada packet loss nya..dan itu sangat mengganggu (sudah hari terjadi)dan saya udh test pake koneksi Handphone dan itu normal meskipun ping agak besar,again disturbance or how? My connection to play games there is a packet loss ... and it is very annoying (it's been the day) and I have tested using a cellphone connection and it's normal even though ping is rather large
"Lagi gangguan ya min xlhome bekasi, saya d mustika jaya, udah menit ga ada sinyalnya","Again the disturbance is min xlhome bekasi, I am in mustika jaya, it's already not signal"
"Lagi kontak salesnya nih bang, kayanya bagus myrepublic. biznet sm xlhome belum cover perumahan sini. Padahal ya di bogor, bukan di pelosok wkwk. Kebanyakan di sini pakenya first media sm IndiHome","I'm contacting the sales, bro, it's good, myrepublic. Biznet SM Xlhome is not yet a housing cover here. Even though in Bogor, not in remote areas. Mostly here the use of First Media SM Indihome"
Lagi seru nonton malah hilang jaringannya dia. Ajg memang xlhome,Again exciting watching instead lost his network. AJG is XLHOME
"lagi WFH gini xlhome malah bermasalah, fuk","again wfh like this xlhome even problematic, fuk"
lah bukane koe meh pasang xlhome?,Isn't it a koe meh install xlhome?
Lah iya gue juga nih.... Terus si xlhome nya bilang gue ga masuk jangkauan padahal kotak xlfibernya di depan rumah gue...,"Yes, yes, I too ... then the Xlhome said I didn't enter the reach even though the XLFIBER box was in front of my house ..."
"lah kelurahan sini belum masuk xlhome, tapi kelurahan sebelah udah","the village here has not yet entered xlhome, but the next village is already"
Lah kenapa wifi xlhome tiba tiba jadi jancok begini,Lah why WiFi Xlhome suddenly becomes a shaking like this
Lah knp gw XlHome Cepet kok,Why is I xlhome fast
"lah masi mending ada xlhome wkwk, bukannya agak mendingan yaa dibanding indiehome?","It's still better if there is xlhome wkwk, isn't it a bit better than indiehome?"
