,tweet_clean,klasifikasi
2721,xlhome I hope it goes well at the Caratland concert,Netral
2722,patience buoy sabarr,Netral
2723,loading melee net bang,Netral
2724,hi raia there is help xlhome fiber thanks adi,Positif
2725,hi vanya thank you subscribe xlhome fiber play xlhome contact no xl free no non-xl normal rate email xlhomecs co id fb xl home twitter homeid thanks adi,Positif
2726,xlhome lancar,Netral
2727,"Hi Reinhart, thank you for serving xlhome fiber, please turn on serving xlhome fiber, yes, thank you brother",Netral
2728,hi dang ada bantu xlhome fiber thanks adi,Positif
2729,hinano xl home fiber super fast internet access service fiber optic cable home entertainment products set top box decoder digital tv android tv box yes in,Positif
2730,"lol, it's really good, my wifi is a little scary for me to go to school tomorrow using xlhome, sis yul",Positif
2731,cashpop points follow twitter account xl home id,Netral
2732,"doubt the location of the house, install xlhome, please don't check dm or wa location register xlhomejogja xlhomejogja install xlhomejogja brochurexlhome internetxlhome wifixlhomejogja",Netral
2733,"how about it, min, I swear it's really annoying, sir, can you help the Tarumajaya area, Segara City, Xlhome, it's bad in the morning, Min, until you help quickly interrupt the child's online school",Negatif
2734,just replace xlhome,Netral
2735,"hi nice, sorry for the inconvenience, the xl home fiber service hook via dm, thanks dian",Positif
2736,hi damar kait layan xlhome fiber via dm ya thanks dian,Positif
2737,"wait for dm wise to help report the xlhome fiber team, thanks adi",Positif
2738,"The village head has entered xlhome, the village head is already divided",Netral
2739,xlhome isn't it wrong,Negatif
2740,"Tangerang, the urban village of Kotabaru, chooses a lot of first media cbn xl home fiber transmedia fiber moves bro",Positif
2741,hi agil can you help xlhome fiber thanks bro,Positif
2742,"xlhome, yes, broadband, installation fees, etc., wedomartani cover or not, guys",Netral
2743,"mobile, don't know, bro, you use xlhome id, mpbs, unlimited internet only, stable, livestreaming, tiyap indra",Netral
2744,"hello, min, it's annoying xlhome, thanks",Negatif
2745,hi nathalya kait layan xlhome fiber via dm ya thanks dian,Positif
2746,hi resky is there help xlhome fiber thanks adi,Positif
2747,hi kostaman there is help xlhome fiber thanks adi,Positif
2748,"if you want to help cs check id xl home, collect over asbun",Netral
2749,hi kuncoro is there help xlhome fiber thanks adi,Positif
2750,hi ahmad ada bantu xlhome fiber thanks adi,Positif
2751,"hi syamsul, there is help for xlhome fiber, thanks adi",Positif
2752,hi alie can you help xlhome fiber thanks brother,Positif
2753,"good night just paid the bill for xlhomeid the number in shopee appears the bill is ready, the date has been received by the email invoice but has not received it yet",Positif
2754,xlhome is steady,Positif
2755,xlhome jar,Netral
2756,just change xlhome yuu,Netral
2757,hi jeri kait layan xlhome fiber via dm ya thanks dian,Positif
2758,please open coverage area xlhome btr blok s srigunting street no a kel burangkeng kec setu kab used,Netral
2759,hi beam ada bantu xl home fiber thanks adi,Positif
2760,"hi nino, sorry for the inconvenience regarding the myxl xlhome fiber application, which belongs to the service application, to subscribe to the service, yes, the application",Negatif
2761,hi muddy kait layan xlhome fiber via dm ya thanks dian,Positif
2762,hi tomy ada bantu xlhome fiber thanks adi,Positif
2763,hi nanda ada bantu xlhome fiber thanks adi,Positif
2764,forgot to remember the intro uses moratel if there is no internet speed beti beti or myrep or xlhome,Netral
2765,"xl home, you don't have to make blood either, pls",Netral
2766,just use xlhome puch,Netral
2767,"xlhome is using a disney hotstar buffer, just work, watch the steel vcd",Netral
2768,"hi miza help check the semarang area is covered by the xlhome fiber net, the wiratama dormitory area, please wait for the next update of the xlhome fiber net area, thanks adi",Positif
2769,"Hi Rajawali, thank you for the support, xl home fiber, thanks adi",Positif
2770,"hi mida xl home fiber, here in Semarang, it covers the area, let's check the details",Netral
2771,xlhome is awesome,Positif
2772,"my complex is already in xl home, just change it, okay?",Positif
2773,"Thank God, now I have installed Indihome aka Biznet, so that's motivation, I hope you want Xlhome, let's go",Netral
2774,"hello, those who use xlhome unlimited xlhome izi don't share, bro, the orbit is choking, just call",Netral
2775,"morning, uncle, house, hill, contact biznet bdg x xlhome x but have not dared to open the net for the direction of the house, pdhl and the hill house, indi, wlpn, ktnya, is slow, but when it comes to trouble, their technicians are committed quickly, they need it",Negatif
2776,"Yep, indihom, when you use xlhome, eh, it's not because of xlhome, only the area doesn't reach telkom anjr",Netral
2777,"Hi Nita, sorry for the inconvenience, the Xlhome fiber service hook via DM, thanks Dian",Negatif
2778,"hi kamalms, sorry for the inconvenience, the service hook for xlhome fiber via dm, thanks dian",Negatif
2779,"lol xlhome is different, cbn myrep net",Positif
2780,hi ana kait layan xlhome fiber via dm ya thanks dian,Positif
2781,Don't you just let people know how bad it is to serve xlhome,Negatif
2782,"hi ardy, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
2783,"just an option, pti gen indihome xlhome first media, okay?",Positif
2784,page buy internet package xl home home page don't buy this package,Netral
2785,min ga discord epic games black desert online ya min,Negatif
2786,xlhome internet wifi xl home fiber optic home internet super fast pay flat free router wifi free android tv box free installation mbps rp mbps internet only rp mbps rp mbps rp,Positif
2787,"hi pearl, sorry for the inconvenience regarding the xlhome fiber net area, the effort to widen the fiber area, wait for the update, hopefully pearl's address will be covered by the net, thanks adi",Negatif
2788,the month doesn't update info xlhome lazy to bother it's not bad updating the condition at night how did the lot connection break,Positif
2789,hi ifka kait layan xlhome fiber via dm ya thanks dian,Positif
2790,use xlhome quickly,Positif
2791,"Hi Fakhri, there is help for Xlhome fiber, thanks adi",Positif
2792,Install xlhome,Netral
2793,ah bgt xl home anjing,Netral
2794,"hi ceasarru, thank you for subscribing to xlhome fiber, turn it on, listen to xlhome fiber, connect, thanks bro",Positif
2795,"I'm so tired, don't do indi bazink instead of using xlhome, it's like I'm better, my internet home died yesterday, there was no intention",Positif
2796,at home i use xl home,Netral
2797,"the xlhome net is dead, yes, the signal is slow for a few weeks",Negatif
2798,"hi levi, thank you for subscribing to xlhome fiber, I doubt the connection, thanks bro",Positif
2799,"home internet connection problem on January, I have reported cs via email, phone, normal email, just try sending a field technician so that the subscriber loses the most xlhome",Positif
2800,"Hi, regarding service for xlhome products, please direct dm for information, thanks adi",Positif
2801,this is magelang,Netral
2802,"sis, the remote xlhome doesn't take it at home, wkwkwk",Negatif
2803,"please why is it late at night, xlhome's net is disturbing your eyes, on fire doing work, please work together",Negatif
2804,"Min, disturbing xlhome in the Tanjung Makassar area",Negatif
2805,"xlhome, if you open social media, it's heavy, if you talk smoothly, don't give your real name xxxlhome",Positif
2806,ouch over there xlhome it's true,Positif
2807,"I sent the wrong photo to my child's school wag. I didn't want to send a photo of the card, the photo I received from Xlhome, it's already been an hour, so I didn't withdraw the message.",Negatif
2808,There is no review of mkai internet xlhome yet,Netral
2809,for xlhome order because playing valorant in the morning,Netral
2810,sorry xlhome annoying morning,Negatif
2811,"hi Aulia xlhome fiber, efforts to widen the net area, Aulia hook helps fill in the data link",Netral
2812,hi azkapr ada bantu xlhome fiber thanks adi,Positif
2813,xl belongs to layan xlhome fiber ya xlhome fiber layan super fast internet access fiber optic cable home entertainment products set top box decoder tv d,Positif
2814,hi eko ada bantu xlhome fiber thanks adi,Positif
2815,please solve the xlhome internet that lost signal,Netral
2816,sorry sis jb jb xlhome brother disturbing the clock at home has been disturbing since earlier huhuhu,Negatif
2817,"stp box sent xlhome the screen is gone, bro, yesterday I tried changing the hdmi",Netral
2818,xlhome si,Netral
2819,hi bams there is help xlhome fiber thanks adi,Positif
2820,"hi thoha, thank you for the enthusiasm, xlhome fiber, the area of ​​​​the hook net, thoha, help fill in the data link",Netral
2821,"xlhome is here, it's annoying according to exp",Negatif
2822,those who have no sales xl home in the Kotagede and surrounding areas,Netral
2823,xl home keeps bothering the dog,Netral
2824,installing indihome xlhome is not safe together,Negatif
2825,hi nisful ada bantu xlhome fiber thanks adi,Positif
2826,"when you install xlhome signed on the stamp of breaking the contract, make the provider split the expensive one",Negatif
2827,hi renatojw let's go,Netral
2828,petition my republic mnc play xlhome enter the garden house Wisma asri a test of patience with indihme,Netral
2829,xlhome too yaa please,Netral
2830,"xl home uses a fiber optic cable, wisp mode, the wisp model, if the signal is bad, go crazy",Negatif
2831,"good choice using streaming, practical user interface, old compare in terms of price fm loses fm mbps thousand xlhome mbps thousand includes router tv box free no rental fees",Positif
2832,"id it sucks, your net makes it complicated, disconnected, and disappointed",Negatif
2833,thanks,Positif
2834,"hi bayu, hooks to serve xlhome fiber via dm, thanks dian",Positif
2835,xlhome makassar sucks,Negatif
2836,real pindah xlhome gbps,Positif
2837,"Indihome wifi is still fast, the average is still close to the city, yes, idhome xlhome, gmedia, if the cellphone is telkomsel sm xl tri, it's good, just go to the city, go to the village, telkomsel sm xl",Positif
2838,move xlhome tanta,Netral
2839,"xlhome when it's early in the morning, there's always an error",Positif
2840,"hi, if anyone helps xlhome fiber, thanks adi",Positif
2841,hi jusri there is help xlhome fiber thanks adi,Positif
2842,"hi, this is an information hook, this device is out of service xlhome fiber, thanks adi",Positif
2843,good night my friend can't stand the club,Positif
2844,xlhome at night it's too bad tsel aja,Negatif
2845,"Here, xlhome, subscribe to fiber, promise good service, call cs at night, use meeting",Positif
2846,xl home cottage jasmine healthy xlhome,Positif
2847,"going to work until I get home from work, it's very emotional to take care of xl home, it's really complicated",Negatif
2848,it's expensive to use xlhome,Negatif
2849,xlhome ded of,Netral
2850,"buy the xlhome quota package, update the application, select the xlhome quota package, please help",Netral
2851,xlhome please be nice,Positif
2852,i don't know xlhome,Netral
2853,"stb didn't come come how come xlhome patiently wait for stb the wifi is annoying I can't understand it, I'm playing games, it's annoying, please xl home if you give me info",Negatif
2854,hi randy xl home fiber super fast internet access service fiber optic cable home entertainment products set top box decoder digital tv android tv box yes check,Positif
2855,"Hi Mapul, can you help me with xlhome fiber, thanks brother",Positif
2856,"hi bisot, information on service hooks, xl home fiber services, please visit",Netral
2857,"Min, the North Kalimantan area, the xlhome net has entered",Netral
2858,xlhome kece,Netral
2859,good thing i use xlhome,Positif
2860,hi yad visit,Netral
2861,"hmm, I use xlhome at home",Netral
2862,assalamualaikum december promise tv box install just talk xlhome,Netral
2863,Iqbal gets scolded by this lol xlhome,Positif
2864,dead kill cam is the most absurd thx xlhome bad net,Negatif
2865,check xlhome bar,Netral
2866,please check your dm about the program that accepts whatsapp from xl home,Netral
2867,xlhome available,Positif
2868,xlhome still k bulan,Netral
2869,o xlhome nets the problem when you need it,Netral
2870,do you know xlhome tvn channel wkwkwkwk,Netral
2871,psang xlhome etc,Netral
2872,"oh my gosh, sales for xlhome, yes, the date has been chatted, it's not too late to pay, just be patient ah",Negatif
2873,"csr is already running to increase coverage area, min, aing depok doesn't get xlhome",Netral
2874,"subscriber is tired of dying, serving the advice of a distended area internet provider, dear xl home, entering distended, indihome telkom xlhome firtmedia biznet",Negatif
2875,xl home edutainment zone donation of fiber internet access teaching distance visit,Netral
2876,"xl home, a place in the city of Banjarbaru, South Kalimantan, disturbing in the morning, please pay attention to be kind, min, thank you",Positif
2877,"in Makassar, user xl home, why is the signal down?",Negatif
2878,"hi sahrul, hooks to serve xlhome fiber via dm, thanks dian",Positif
2879,hello sorry the area is covered by xlhome net,Negatif
2880,it's really slow bro using xlhome mbps only bro it's gb fup sob,Negatif
2881,"I also when I use the TV streaming xlhome, I just enter email so I can't subscribe to the account when I'm watching premiere, then tb get an email",Netral
2882,"I swear I'm so scared tb I can get an email from my video, I don't have a video app, I still don't subscribe when I check the payment method for paying for xlhome, it's been a month since I uninstalled xlhomeny, I swear I'm so scared to collect from xlhome",Netral
2883,xlhome joss,Netral
2884,xlhome gbps package information according to real,Positif
2885,xlhome I'm mad,Negatif
2886,hi siwa is there help xlhome fiber thanks adi,Positif
2887,gws xlhome,Netral
2888,friend using xlhome min,Netral
2889,mind emosi xlhome,Netral
2890,hi yusrlry check,Netral
2891,xl home if the night is really bad it's unclean,Negatif
2892,yes good xlhome,Positif
2893,hi maulidya can you help me with xlhome fiber thanks bro,Positif
2894,Already have a hub that comes to xl home people,Netral
2895,"hi doni, sorry for the inconvenience, please provide detailed data information via dm, please help follow up the xlhome fiber team, thanks adi",Positif
2896,hi doni help check the displayed image belonging to xl home who is there to help xlhome fiber thanks adi,Positif
2897,"dumbfounded, annoyed by the stress of the internet network, subscribe to xlhome, you know, you don't complain, it's not good, xlhome, just prove it, read a lot",Negatif
2898,"hello indodax log pc always too many requests, use the xlhome provider, yes, I've tried restarting the computer several times, restarting the wifi, still getting dizzy",Positif
2899,title dm-an admin xl home why don't you just go home and check for hadeee,Netral
2900,amennn xlhome come on friend,Netral
2901,"yesterday's cut was fast, bro, I asked for oxygen xlhome indihome, just hurry up",Positif
2902,"hi bounty rade information about the XL Home Fiber service, check it right away",Positif
2903,"use xlhome, satisfied with stream zoom etc",Positif
2904,hi bomb let's check,Netral
2905,"hi rayzapratama, let's check directly",Positif
2906,"hi ramadan xlhome fiber, the net area is wide, yes, the area is covered by ramadan, please add a ramadan area net",Negatif
2907,hi linda ada bantu xlhome fiber thanks adi,Positif
2908,"minus the xl home signal, it's useless to pay the bill",Negatif
2909,twitter down xlhome bala nih,Negatif
2910,hi kamal kait layan xlhome fiber via dm ya thanks dian,Positif
2911,"hi xl home, subscribe to a package and speed up to mbps, get a free up to mbps promo but it's just an mbost",Positif
2912,"please xl home biznet myrepublic cbn pls it's really wrong to reach my house it's really sad, oh my god",Negatif
2913,just move xlhome sis,Netral
2914,"xlhome fiber in the prambanan area, let's go and add a web site for the fajri area",Netral
2915,hi fajri let's check,Netral
2916,hi satria there is help xlhome fiber thanks adi,Positif
2917,hi achmad xl home fiber super fast internet access service fiber optic cable home entertainment products set top box decoder digital tv android tv box yes thanks mira,Positif
2918,pit maneh make indihome duh xlhome or not,Negatif
2919,hi danang check directly,Positif
2920,"hi rose, thank you for supporting the xlhome fiber service hook, check it right away",Positif
2921,"heh, boroboro people, the power of the cable tv at home, can't plug it in sm xlhome, please answer, please wait, it's crazy x different people tell you to listen to the radio, don't you follow up",Negatif
2922,"Hi Yonatan, can you help me with xlhome fiber, thanks bro",Positif
2923,sorry xlhome,Negatif
2924,move xlhome,Netral
2925,bad fast service xlhome not netflix p using the same screen as indihome the netflix group says it's smooth indihome using vpn,Negatif
2926,let's switch xlhome,Netral
2927,report it if it doesn't bother you it's not good immediately tell the staff to educate the subscriber complaining that they are not competent shame on you,Negatif
2928,"uh seriously, google is down, min, I don't know, internet rto, thanks xlhome",Negatif
2929,min xlhome ikut fomo down google kah,Negatif
2930,my papa blamed xlhome njrt,Netral
2931,paket wifi xl home,Netral
2932,xlhome time too,Netral
2933,aq c pake xlhome kak an tp okeoce,Netral
2934,hi rose service hook xl home fiber dm yes thanks device,Positif
2935,xlhome xixixixi technician uniform off indihome,Netral
2936,"good oath indihome customer service has a life span, not a bad provider xlhome",Positif
2937,xlhome is good too,Positif
2938,hi rose kait layan xlhome fiber via dm ya thanks dian,Positif
2939,hi fauzan kait layan xlhome fiber via dm ya thanks dian,Positif
2940,hi fauzan is there help xlhome fiber thanks adi,Positif
2941,only balifiber managed to enter oxygen biznet myrep cbn xlhome mncplay indosat gig throughtt paan yak indihome fm bapuk bapuk bapukkk,Netral
2942,"hi nando, service xl home fiber, internet access media, serve netflix, subscription fee, xlhome fiber subscription fee, thanks adi",Positif
2943,"Yes, indihome is already ftth, I don't dare to give a cheap price like a provider, let's say myrep xlhome oxygen, etc.",Positif
2944,"hi arnovi xlhome power wifi for xlhome fiber subscribers, this is the provider, thanks adi",Positif
2945,"I already paid for your xlhome, what makes me emotional",Netral
2946,hi kait layan xlhome fiber thanks dian,Positif
2947,"You are a stupid mother xlhome, your router is broken",Negatif
2948,hello pls no signal,Netral
2949,"hi dhyaz, sorry for the inconvenience, the XL home fiber service hook via dm, thanks dian",Negatif
2950,hi aaronfahri kait layan xlhome fiber via dm ya thanks dian,Positif
2951,indihome disappoints xlhome reach,Netral
2952,sleman biznet lahdi bal wins xlhome huh,Positif
2953,hey xlhome do the same shit,Negatif
2954,hello xl team app myxl use xlhome to add an app package select please show,Netral
2955,provider xl home unique reference where anime reference ad posted official facebook account xlhome attackontitan shingekinokyojin anime manga,Positif
2956,hi aswnn ada bantu xlhome fiber thanks adi,Positif
2957,net xlhome komp area grand orchard tanjung bunga makassar sulsel good drop good drop etc please check,Positif
2958,xlhome which is mbps if I'm not wrong,Positif
2959,hi service book xl home fiber fiber optic cable are signal network xl card location fiber optic xlhome let's check area s details,Netral
2960,hi galih anyone help xlhome fiber thanks adi,Positif
2961,"morning xlhome admin, the technician helps change the wifi connection nat xl home home wifi nat d game console can't be online, the nat is changed to at least b, what's the solution?",Negatif
2962,xlhome down why,Negatif
2963,better change xlhome wkwk,Positif
2964,"xlhome instagram doesn't get along, my cellphone is just playing around like kang baso",Netral
2965,"hi salman, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
2966,"hi adrianr the cimahi area is covered by xlhome fiber, here's the adrianr link to help fill in the data link",Netral
2967,"Mother Earth, Cilebut, Bogor, install xlhome, block a-z, block ac, please widen the net, install poles, I'm tired of splitting internet service",Negatif
2968,"hi danang, waiting for the update, yes, the front xlhome fiber net area is wide, thanks adi",Positif
2969,"hi danang xlhome fiber sleman, it's covered, here's danang check the details",Netral
2970,the xl home package doesn't bother me,Netral
2971,xlhome is gone,Netral
2972,xlhome fuuuc u,Netral
2973,Complaint fast internet xl home is bad mbps,Negatif
2974,good night cash pop send proof of mem following twitter account xlhome id cash pop rzs,Positif
2975,Hadeh really slow xlhome,Negatif
2976,"according to my opinion, the recommendation is based on price, actual speed, unfortunately my area only goes to indihome oiya xlhome",Negatif
2977,"hi afif, sorry for the inconvenience, the XL home fiber service hook via DM, thanks dian",Negatif
2978,hi nur kait layan xlhome fiber thanks dian,Positif
2979,"man, what a dog, my stream is p nation, xlhome, let's go",Netral
2980,xlhome lu galucuuu,Netral
2981,"thank you for playing the xlhome fiber service, please connect, thank you adi",Netral
2982,"hi nice, subscribe to serve xl home fiber please subscribe to sales person cro register online website jam",Positif
2983,"hi rahadian, hook up the xl home fiber service via dm, thanks dian",Positif
2984,"benefits, friends, the price of cuan mbps tv chanel is rare, indihome friends indihomejogja indihomejgj indihomepromo promojogja wifijogjajogjapromo internetfast internetunlimited internet quota xlhome citranet biznet stroomnet",Positif
2985,"Sorry for the inconvenience, Rama, please help the xlhome fiber team, wait for the update, thanks a lot",Negatif
2986,"hi yunda the beautiful purple cottage area is covered by xlhome fiber, this information on the area is covered, please check",Positif
2987,"hi cloudsetiawan, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
2988,hi broto kait layan xlhome fiber via dm ya thanks dian,Positif
2989,follow twitter account xlhome id,Netral
2990,follow twitter account xlhome id d ayat,Netral
2991,yes sorry but my place is also only indihome even though I have requested xlhome but it doesn't install,Negatif
2992,"hi kangmas xlhome fiber, this effort to widen the net area is following up on kangmas' enthusiasm for serving xl home, considering the plan",Netral
2993,"hi xlhome fiber package, ont optical network termination device, stb set top box, yes, internet package, the price for the xlhome package is up to mbps ad",Positif
2994,xlhome wont let me open twitter huh,Netral
2995,hi idjon kait layan xlhome fiber via dm ya thanks dian,Positif
2996,hi satya kait layan xlhome fiber via dm ya thanks dian,Positif
2997,"hi firdaus, sorry for the inconvenience, the xlhome fiber service hook via dm, thanks dian",Negatif
2998,"xlhome used to be a deer, the home wifi is dead huhu",Negatif
2999,let's install xlhome fiber,Netral
3000,xlhome twitter lot ya,Netral
3001,"Hi Arka, can you help me with xlhome fiber, thanks bro",Positif
3002,hi nur aeni is there help xlhome fiber thanks adi,Positif
3003,"years using xlhome service, I salute fast net disconnected seconds, using livestreaming fb, playing games, no packet loss, plus if you pay a lot, it won't be turned off",Positif
3004,"I use xl home and it's not comfortable to use if it bothers me for a while, the xlhome informs me",Negatif
3005,"just change xlhome, okay?",Positif
3006,I have already installed xlhome but the stb is not good,Negatif
3007,"hi, register xlhome approved, install date, wait for work, delay solution, please wait for wrong cc input",Negatif
3008,"hi widya, hooks to serve xlhome fiber via dm, thanks dian",Positif
3009,"hi, already using xl home mbps, plan to upgrade mbps, can you provide info on requirements",Netral
3010,xlhome is it good or not,Positif
3011,"it's not just indihome xlhome, it's jammed jir",Negatif
3012,myrepublic firstmedia biznet xlhome is logged in now waiting for confirmation on stroomnet indihome provider yes internet home internet home,Netral
3013,xlhome bauuu,Netral
3014,xlhome asu is great nct romance already,Positif
3015,xlhome is so annoyed,Negatif
3016,I hate installing xlhome months haven't installed it yet,Negatif
3017,xl home smells so bad I didn't hear bye bye mya renjun,Negatif
3018,"hello xl, subscribe to xl home fiber, bird net, slow connection, Depok, Sukmajaya area, please help",Negatif
3019,"I've changed to xlhome, it's safe, it runs smoothly",Positif
3020,"I've changed xlhome, it's really far from firstmedia quality",Positif
3021,xl home name list mi kab bandung,Netral
3022,"hi haris xlhome fiber, the net area doesn't cover the poor area yet, wait for the update check",Negatif
3023,hi joelina xl home fiber super fast internet access service fiber optic cable home entertainment products set top box decoder digital tv android tv box yes thanks adi,Positif
3024,I mean xlhome hahaha you know,Negatif
3025,let's check,Netral
3026,"hi ariel about the application is ready, wait for the update, hopefully xlhome fiber belongs to a special application, it's easy to subscribe, check, subscribe, collect, thanks adi",Positif
3027,just change xlhome bro,Netral
3028,surabaya i take the red xlhome,Netral
3029,the house that stu indi xlhome,Netral
3030,"hi conny, thank you, support play xlhome, contact no xl free no non-xl normal rate email xlhomecs co id fb xl home twitter homeid thanks adi",Positif
3031,xlhome lg unable to connect,Negatif
3032,correct the data has been dm data mimin data then read mimin data how does mimin work reply data id xlhome,Netral
3033,paid off the arrears of xlhome who blocked the active internet,Negatif
3034,xl home mbps be,Netral
3035,"Let's try again and again, it's still not covered, it doesn't arrive, your brother's house has been covered.",Netral
3036,"xlhome has clearly installed the registration of the phone hub until the x dm can be followed, the hook, help business professionals",Positif
3037,"hi naufan, direct print XL home fiber service details",Positif
3038,"hi reoraja, thank you for coming in, waiting for the xlhome fiber net area, thank you adi",Netral
3039,"hi Wahyudi, there is help for xlhome fiber, thanks adi",Positif
3040,"hi sonny, sorry for the inconvenience, the area is covered by xlhome fiber, please wait for the update, please try to widen the area, hopefully the fresh area is covered by xlhome fiber nets, thanks adi",Netral
3041,"Hi Iman, thank you for subscribing to xlhome fiber, turn it on, listen to xlhome fiber, connect, thank you brother",Netral
3042,pang if xlhome gets auto replace,Netral
3043,car,Netral
3044,xlhome has not arrived yet,Netral
3045,xlhome anjirt gua mo nugasss,Netral
3046,xlhome kmbg,Netral
3047,"report the state-owned provider pakprovider that indihome telkom doesn't take care of the lot, the one who offers the internet package is expensive, the competitor biznetxlhome etc.",Negatif
3048,hi rokujukyu kait layan xlhome fiber via dm ya thanks dian,Positif
3049,"If the red pound indicator is really central, I'm told to try restarting xlhome",Netral
3050,it's really bad xlhome lg trouble class up to floor gr room does not signal km really,Negatif
3051,try xlhome pran if your home area is really cool,Positif
3052,"hi muafah, xl home power device, special wifi for xl home subscribers",Positif
3053,"I'm very disappointed that the myxl application now doesn't buy xlhome quota with application credit. X must contact Callcentre directly or via Twitter, I'm complaining, until now I haven't changed apps",Negatif
3054,no response gin until,Netral
3055,when i used indihome hdp is something rare impossible meanwhile when i changed my provider to xlhome p is daily menu i have thankful,Negatif
3056,"xlhome is dead, the internet is id",Negatif
3057,hello xlhome the internet is dead,Negatif
3058,"it's not the sender, but if the xlhome is good, isn't it sis",Positif
3059,xl home pack,Netral
3060,"Hi, the Balaraja Tangerang area is covered by xlhome fiber. Information on the covered area, please check",Netral
3061,hi yudi there is help xlhome fiber thanks adi,Positif
3062,"hi adi, sorry for the inconvenience, the area of ​​​​the xlhome fiber net, hopefully it will cover the adi area, thanks adi",Negatif
3063,hi novrialdi ada bantu xlhome fiber thanks adi,Positif
3064,"hi sahrudian, XL home fiber service information dm directly check",Positif
3065,"hi alfienzy cover the xlhome fiber net area, please wait for the update, hopefully the address will cover thanks adi",Positif
3066,hello xlhome net covered area,Netral
3067,"because using wifi jul if you use a laptop pc plugged in the cable at most you get xlhome btw if you like it down or not, if netijen complains, i just use it right away",Positif
3068,"hi prihonggo, xl home fiber service, fiber optic network, faster access, must be fast, you know, calculate for family data, it's definitely economical",Positif
3069,"hi faysn xlhome fiber, we have a special device, check the details right away",Positif
3070,xl home biznet is not covered by the image of no indihome blacklist firstmedia is it okay,Positif
3071,home using xlhome smoothly,Positif
3072,check out tifani marah xlhome lot s video tiktok,Netral
3073,"hi akbar, the area is covered by xlhome fiber, let's help fill in the data link",Netral
3074,"hi ira xlhome fiber, efforts to widen the area of ​​​​fiber nets, yes, for sure information, please in front of xlhome nets f",Positif
3075,"hi asky el xlhome, this is an effort to widen the net area, let's help fill in the data link",Netral
3076,hi fahrul rizani there is help for xl home fiber thanks adi,Positif
3077,"Here, Tegal is pioneering the way, Kh Muchtar Thabrani, entering the Xlhome net",Netral
3078,"here, min, this condition is xlhome reference",Netral
3079,"Yes, service for XL Home Fiber customers, thanks Adi",Positif
3080,hi kait layan mesh wifi to subscribe to xlhome fiber yes thanks bro,Positif
3081,"can you contact the finance team, they threaten to cut off the internet, on November, I was wrongly billed from xlhome, how about the service?",Negatif
3082,"hi eka kebumen area is covered by xlhome fiber, yes, eka has added a net for the eka website area",Netral
3083,where should I install xlhome?,Netral
3084,"hi Paul, sorry for the inconvenience, the hook for the xlhome fiber net area is selling, please add an area, please wait for the update today",Negatif
3085,hi syahrani anyone help xlhome fiber thanks adi,Positif
3086,hi we have help xlhome fiber thanks adi,Positif
3087,"yessss, I have restarted according to the instructions, I use Indihome at home, one sub-district, mbps with xlhome, which has promo mbps",Netral
3088,usually xlhome when it rains the net looks like a snail,Negatif
3089,I'm buying remote xlhome gk id suscribe remote error,Negatif
3090,ken subscribe to xlhome sea,Netral
3091,"dear xl, subscribe to xl home fiber, yes, the net is bad, the connection to the Depok area, Sukmajaya, please help",Negatif
3092,"disturbing the admin dm is good, it's annoying, tomorrow, upload it, the speedtest results are fair, people know the performance of xlhome okay",Positif
3093,xlhome sap quality price,Netral
3094,"xl home is usually very caring when it's late, why the hell",Negatif
3095,"I have already installed xlhome, my uncle said that he entered the network area",Netral
3096,"hi xl home, there is a follow-up, the xl home technician has normal internet",Positif
3097,fast sale modem router xl home mv smooth rest of gb mei complete with box etc. japri poor,Positif
3098,hmmm no red card yet,Netral
3099,this shape is really happy wacot,Positif
3100,already using xlhome,Netral
3101,if the referee is only this syringe,Netral
3102,"Mr. Endy, I'm sorry for your condition",Negatif
3103,that's a sign that you're going to be a referee,Netral
3104,if there is a reception as a gift antenna cot,Netral
3105,mayday mayday,Netral
3106,"thank you bro, I'm sorry for the news",Negatif
3107,boss xlhome jogja why does this have a sign?,Netral
3108,"btw, happy, congrats, sister, sakinah, mawaddah, warahmah, ok?",Positif
3109,"it's night bro, what time did you request the time out? The atmosphere is silent, the TV is quiet, the only internet is netflix, this is a new wedding.",Positif
3110,hello xlhome the download connection is mbps,Netral
3111,hi andri there is help xlhome fiber thanks adi,Positif
3112,hi iim ada bantu xlhome fiber thanks adi,Positif
3113,hi ayub ada bantu xlhome fiber thanks adi,Positif
3114,"wow impressive, unfortunately my house is not covered by xlhome",Positif
3115,bomb hear xlhome review,Netral
3116,"Just so it's easy to monitor Jl. Mannuruki Btn Tabaria Blok C RT RW Lurah Manuruki Camat Tamalate City Makassar, South Sulawesi Province, covered by XLhome Mail August",Positif
3117,"hi edowmaddusila, sorry for the inconvenience, the connection to the xlhome fiber service via dm, thanks dian",Negatif
3118,"Min xlhome, yes, blocking the line using a secure ISP, the campus web portal is blocked",Positif
3119,I swear I want to be so angry xl home is so stupid thinking people don't have work,Negatif
3120,"Yes, my xl home didn't really work, but now it's running smoothly",Positif
3121,"Wow, I haven't been able to access the internet for a minute, what's wrong?",Positif
3122,no xlhome rarely bothers me yesterday but when I restarted it wasn't normal,Positif
