content,id,trans_eng,tweet_clean,tweet_english,klasifikasi
"@magfirahmsah @AldipanduSp @uchiSIS @IndiHome HAHAHAHHHA CABUT AJA KAK PINDAH KE FIRST MEDIA ATAU XLHOME ATAU YG LAIN :) kmrin aku udah cabut indihome, eh kena biaya berjalan lagi...",1231462094983155712,"@magfirahmsah @aldipandusp @uchisis @IndiHome hahahahhha just pull out to first media or xlhome or others :) kmrin I already pulled indihome, eh hit the cost again ...","hahahahhha just pull out to first media or xlhome or others kmrin I already pulled indihome, eh hit the cost again ...","hahahahhha just pull out to first media or xlhome or others kmrin i already pulled indihome, eh hit the cost again ...",Positif
"@myXLCare Dalam terminal tanamnya ini, Ada yg 'iseng' gigitin kabel, atau beberapa pengalaman mereka teknisi @xlhome dari @myXLCare karena jaringan tanam mudah kena cangkul warga! Renovasi warga yah beragam https://t.co/VDDJbDRCzv",1231455089966997505,"@myxlcare In this planting terminal, some are 'fad' bititin cables, or some of their experiences @xlhome technicians from @myxlcare because the planting network is easily hit by a citizen hoe! Renovation of residents of various https://t.co/vddjbdrczv","In this planting terminal, some are 'fad' bititin cables, or some of their experiences technicians from because the planting network is easily hit by a citizen hoe! Renovation of residents of various","in this planting terminal, some are 'fad' bititin cables, or some of their experiences technicians from because the planting network is easily hit by a citizen hoe! renovation of residents of vari",Positif
"@haloarya  Hi Kak, saat ini XLHome masih dalam perluasan area jaringan kak. Mohon menunggu updatenya ya dan informasi lebih lanjut apakah area kamu sudah ter-cover atau belum, silakan cek disini https://t.co/0QqojBNA5H #Thanks ^AdI :)",1231162182999478273,"@haloarya hi sis, currently Xlhome is still in the expansion of the network area. Please wait for the update and more information whether your area has been covered or not, please check here https://t.co/0qqojbna5h #thanks ^adi :)","hi sis, currently Xlhome is still in the expansion of the network area. Please wait for the update and more information whether your area has been covered or not, please check here ^adi","hi sis, currently xlhome is still in the expansion of the network area. please wait for the update and more information whether your area has been covered or not, please check here ^adi",Positif
"@satrioabyaktaf  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1231146282648866817,"@satrioabyaktaf hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
@myfakereal @IndiHome pakai xlhome aja mas,1231142698653863936,"@myfakereal @IndiHome just use xlhome, bro","just use xlhome, bro","just use xlhome, bro",Netral
"@eckyalimansyah Asik kan, Kak! Yuk langganan XLHome sekarang :) #Thanks ^Vevi",1231056358662782978,"@eckyalimansyah cool right, sis! Let's subscribe to xlhome now :) #thanks ^vevi","cool right, sis! Let's subscribe to xlhome now ^vevi","cool right, sis! let's subscribe to xlhome now ^vevi",Positif
"@byeongrans Hi Kak. Kami informasikan untuk beberapa area di Balikpapan sudah ter-cover jaringan XLHome. Untuk informasi lebih lanjut apakah area kakak sudah tercover atau belum, silahkan cek disini https://t.co/0QqojBNA5H, ya :) #Thanks ^Vevi",1231018574145183745,"@byeongrans hi sis. We inform you for several areas in Balikpapan that have been covered by the XLHOME network. For more information whether the area is covered or not, please check here https://t.co/0qqojbna5h, yes :) #thanks ^Vevi","hi sis. We inform you for several areas in Balikpapan that have been covered by the XLHOME network. For more information whether the area is covered or not, please check here , yes ^Vevi","hi sis. we inform you for several areas in balikpapan that have been covered by the xlhome network. for more information whether the area is covered or not, please check here , yes ^vevi",Positif
@AlbertBima xlhome,1230865701721792512,@Albertbima xlhome,xlhome,xlhome,Netral
@xlhomeid semoga cepet bisa pasang XLHOME di Cianjur ✨❤️,1230846613272219649,@xlhomeid hopefully you can install xlhome quickly in Cianjur ✨❤️,hopefully you can install xlhome quickly in Cianjur,hopefully you can install xlhome quickly in cianjur,Positif
"@jrryror  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1230801072437903360,"@jrryror hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
"@felixrocky  Terima kasih kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1230719598976126977,"@FelixRocky Thank you sis, is there anything we can help with Xlhome? #Thanks ^adi :)","Thank you sis, is there anything we can help with Xlhome? ^adi","thank you sis, is there anything we can help with xlhome? ^adi",Netral
"@andry_wahyudi Kami cek saat ini alamat kakak belum ter-cover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area kakak sudah tercover atau belum, silahkan cek disini https://t.co/0QqojBNA5H, ya :) #Thanks ^Vevi",1230684315886878721,"@andry_wahyudi we check at this time your address has not been covered by the Xlhome Fiber network. For more information whether the area is covered or not, please check here https://t.co/0qqojbna5h, yes :) #thanks ^Vevi","we check at this time your address has not been covered by the Xlhome Fiber network. For more information whether the area is covered or not, please check here , yes ^Vevi","we check at this time your address has not been covered by the xlhome fiber network. for more information whether the area is covered or not, please check here , yes ^vevi",Positif
"@nrwkhidah Hi Kak, terkait layanan XLHome Fiber bisa disampaikan via pesan ya :) #Thanks ^Vevi",1230654967771348992,"@nrwkhidah hi sis, related to xlhome fiber service can be conveyed via message yes :) #thanks ^Vevi","hi sis, related to xlhome fiber service can be conveyed via message yes ^Vevi","hi sis, related to xlhome fiber service can be conveyed via message yes ^vevi",Netral
"@SigDiscomfort Hi Kak, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^Vevi",1230652346671042560,"@Sigdiscomfort hi sis, if there are questions about xlhome you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^Vevi","hi sis, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^Vevi","hi sis, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^vevi",Negatif
"@maaooll Hi Abdul, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^Vevi",1230651186883125248,"@maaoololl hi abdul, if there are questions about xlhome you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^Vevi","hi abdul, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^Vevi","hi abdul, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^vevi",Negatif
"@Dhanimokmok Hi Dhani, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^Vevi",1230651006372831233,"@Dhanimokmok hi dhani, if there are questions about xlhome you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^Vevi","hi dhani, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^Vevi","hi dhani, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^vevi",Negatif
"@OvirianiO Hi Oviriani. Mohon maaf atas ketidaknyamanan yang kakak alami, kami infromasikan untuk email Notifikasi Payment Reminder memang dikirimkan ke semua pelanggan XLHome. Jika kakak sudah melakukan pembayaran, mohon abaikan saja email tersebut. #Thanks ^Vevi",1230650551844495360,"@Ovirianio hi oviriani. We are sorry for the inconvenience that you experience, we inform the Payment Reminder notification email indeed sent to all XLHOME customers. If you have made a payment, please just ignore the email. #Thanks ^Vevi","hi oviriani. We are sorry for the inconvenience that you experience, we inform the Payment Reminder notification email indeed sent to all XLHOME customers. If you have made a payment, please just ignore the email. ^Vevi","hi oviriani. we are sorry for the inconvenience that you experience, we inform the payment reminder notification email indeed sent to all xlhome customers. if you have made a payment, please just ignore the email. ^vevi",Negatif
"@HorisSalomo Hi Horis, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^Vevi",1230648524745764864,"@HORISSALOMO HI HORIS, if there are questions about XLHOME, you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^Vevi","HI HORIS, if there are questions about XLHOME, you can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^Vevi","hi horis, if there are questions about xlhome, you can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^vevi",Negatif
"@frdusmn Hi Kak, apabila ada pertanyaan seputar XLHome Fiber bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^Vevi",1230648034322571265,"@frdusmn hi sis, if there are questions about xlhome fiber can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^Vevi","hi sis, if there are questions about xlhome fiber can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^Vevi","hi sis, if there are questions about xlhome fiber can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^vevi",Negatif
"@andry_wahyudi Sebagian wilayah Jakarta Selatan sudah ada yang ter-cover jaringan XLHome Fiber ya kak. Namun bisa diinformasikan untuk alamat lengkapnya berdasar nama Perumahan atau komplek (jika ada), Jalan, Blok, Nomor Rumah,.. https://t.co/cT5ceOTzDz",1230647867838062592,"@andry_wahyudi some parts of South Jakarta already covered the Xlhome Fiber network, sis. But can be informed for the full address based on the name of the housing or complex (if any), road, block, house number, https://t.co/ct5ceotzdz","some parts of South Jakarta already covered the Xlhome Fiber network, sis. But can be informed for the full address based on the name of the housing or complex (if any), road, block, house number,","some parts of south jakarta already covered the xlhome fiber network, sis. but can be informed for the full address based on the name of the housing or complex (if any), road, block, house number,",Positif
"@nrwkhidah Hi Kak, apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^Vevi",1230646101809627136,"@nrwkhidah hi sis, if there are questions about xlhome you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^Vevi","hi sis, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^Vevi","hi sis, if there are questions about xlhome you can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^vevi",Negatif
"@romiekput @Adherezkiawan @IndiHome @TelkomCare kak sy dpt info dr bbrp katanya di makassar sdh adami jg layanan internetnya PLN (meskipun bumn kek indihome ji jg), sm ada jg transnet, xlhome dan INet..",1230528480997101568,"@romiekput @adherezkiawan @IndiHome @telkomcare sis, I got info from some said in Makassar, there is also a PLN internet service (although BUMN KEK Indihome JI JG), SM there are also transnet, xlhome and inet ..","sis, I got info from some said in Makassar, there is also a PLN internet service (although BUMN KEK Indihome JI JG), SM there are also transnet, xlhome and inet ..","sis, i got info from some said in makassar, there is also a pln internet service (although bumn kek indihome ji jg), sm there are also transnet, xlhome and inet ..",Netral
"@dimasprakosooo katanya xlhome bagus kak, bbrp tmn sdh pasang cuman kendalanya itu tadi.. jaringannya masih terbatas..

ayo kt pindah sm sm kak hahaha",1230520143156899841,"@dimasprakosooo he said xlhome is good sis, some tmn has been paired just the obstacle earlier ... the network is still limited ..

Come on, I move to sm sm kak hahaha","he said xlhome is good sis, some tmn has been paired just the obstacle earlier ... the network is still limited ..Come on, I move to sm sm kak hahaha","he said xlhome is good sis, some tmn has been paired just the obstacle earlier ... the network is still limited ..come on, i move to sm sm kak hahaha",Positif
"@myfakereal Kukira nggak pilih karena kualitasnya.

Soalnya mau pindah pakai xlhome dari pada indihome juga",1230519723776888834,"@myfakereal I thought I didn't choose because of its quality.

Because I want to move using xlhome than indihome too",I thought I didn't choose because of its quality.Because I want to move using xlhome than indihome too,i thought i didn't choose because of its quality.because i want to move using xlhome than indihome too,Netral
"@dimasprakosooo belum tercover area rumahku kak, soalnya anak lorong wkwk smntara xlhome fokus perumahan katanya..",1230518970614046720,"@dimasprakosooo hasn't covered my house area sis, because the kids aisles are smntara xlhome focus housing he said ..","hasn't covered my house area sis, because the kids aisles are smntara xlhome focus housing he said ..","hasn't covered my house area sis, because the kids aisles are smntara xlhome focus housing he said ..",Netral
@myfakereal Kenapa nggak pakai xlhome?,1230518782004621314,@myfakereal why not use xlhome?,why not use xlhome?,why not use xlhome?,Netral
"@mouldie_sep Kalsel lagi menanti juga nih, indihome suka seenak jidat naikin tagihan~ nunggu xlhome/bizpaknet",1230511917933854720,"@mouldie_sep South Kalimantan again awaits too, IndiHome likes as good as the forehead to ride the bill ~ waiting for xlhome/bizpaknet","South Kalimantan again awaits too, IndiHome likes as good as the forehead to ride the bill ~ waiting for xlhome/bizpaknet","south kalimantan again awaits too, indihome likes as good as the forehead to ride the bill ~ waiting for xlhome/bizpaknet",Positif
"@DesmondKaskus Hi Desmond, Kami informasikan saat ini area Yogyakarta belum tercover jaringan XLHome Fiber ya kak kecuali sebagian area Sleman dan Bantul. Untuk informasi lebih lanjut apakah area kakak sudah tercover atau belum.. https://t.co/KdJrvekYyq",1230487845501931521,"@Desmondkaskus Hi Desmond, we inform you that currently the Yogyakarta area has not yet covered the XLHOME Fiber network, sis except part of the Sleman and Bantul areas. For more information whether the area is covered or not ... https://t.co/kdjrvekyyq","Hi Desmond, we inform you that currently the Yogyakarta area has not yet covered the XLHOME Fiber network, sis except part of the Sleman and Bantul areas. For more information whether the area is covered or not ...","hi desmond, we inform you that currently the yogyakarta area has not yet covered the xlhome fiber network, sis except part of the sleman and bantul areas. for more information whether the area is covered or not ...",Positif
"A Thread Log,
@xlhomeid yang gue rasain.
Fyi, Gue pake UPTO 10mbps.

First,
Dari jam 19:00 wib sampai saat ini twit jg masih lemot. Pemakaian normal tv, streaming video.

Consclusion 4 test :
Ping &gt; 141ms
Downspeed &lt; 1 Mbps
Upspeed &lt; 3.27 Mbps

#xlhome #xlhomeid https://t.co/4L30ALdXac",1230473828817489920,"A thread log,
@xlhomeid that I feel.
FYI, I use UPTO 10Mbps.

FIRST,
From 19:00 WIB until now the tweet is still slow. Normal TV use, video streaming.

Consclusion 4 Test:
Ping & gt; 141MS
Downspeed & lt; 1 Mbps
Upspeed & LT; 3.27 Mbps

#XLHOME #XLHOMEID https://t.co/4l30aldxac","A thread log, that I feel.FYI, I use UPTO Mbps.FIRST,From :00 WIB until now the tweet is still slow. Normal TV use, video streaming.Consclusion Testing & gt; MSDownspeed & lt; MbpsUpspeed & LT; Mbps","a thread log, that i feel.fyi, i use upto mbps.first,from :00 wib until now the tweet is still slow. normal tv use, video streaming.consclusion testing & gt; msdownspeed & lt; mbpsupspeed & lt; mbp",Negatif
@omolmol @xlhomeid Hallo @omolmol sy tim sales #xlhomejogja brgkali bisa sy bantu pendaftaran xlhome nya? Bisa via dm atau WA.^age.,1230460574162513920,@omolmol @xlhomeid hello @omolmol sy sales team #xlhomejogja can I help the XLHOME registration? Can be via DM or WA.^Age.,hello sy sales team can I help the XLHOME registration? Can be via DM or WA.^Age.,hello sy sales team can i help the xlhome registration? can be via dm or wa.^age.,Netral
@aldilaldila Hi Aldila. Kami informasikan ya untuk saat ini Kota Serang belum ter-cover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area kakak sudah ter-cover atau belum silakan cek disini https://t.co/eWvVRLbOiX ya :) #Thanks ^Vevi,1230283157703774208,"@Aldilaldila Hi Aldila. We inform you that at this time the City of Serang has not been covered by the Xlhome Fiber network. For more information whether the area is covered or not, please check here https://t.co/ewvvrlboix :) #thanks ^Vevi","Hi Aldila. We inform you that at this time the City of Serang has not been covered by the Xlhome Fiber network. For more information whether the area is covered or not, please check here ^Vevi","hi aldila. we inform you that at this time the city of serang has not been covered by the xlhome fiber network. for more information whether the area is covered or not, please check here ^vevi",Positif
"Mau pasang xlhome ini tu, tante gue langganannya 170rb doang tp di web 300an ketas pls laahhh😭",1230150590161915904,"I want to install this xlhome, my aunt subscribed to 170 thousand but on the 300s web pls laahhh.","I want to install this xlhome, my aunt subscribed to thousand but on the s web pls laahhh.","i want to install this xlhome, my aunt subscribed to thousand but on the s web pls laahhh.",Netral
@dikahadi @IndiHome @xlhomeid murah mana sama biznet dik? xlhome ada mnc grup ga? 😂,1230142149187866624,"@dikahadi @IndiHome @xlhomeid, which cheap Biznet, bro? xlhome is there a group MNC? 😂",", which cheap Biznet, bro? xlhome is there a group MNC?",", which cheap biznet, bro? xlhome is there a group mnc?",Positif
"*Kelebihan Internet dan XL Home Entertainment Box XL HOME POW*

3. #XLhome memberikan layanan Internet dan tv kabel ultra stabil. XL HOME menggunakan media mentransfer data berteknologi kabel fiber optik. Dengan… https://t.co/Jg3r8xHHVJ",1230074128117444608,"*Strengths of the Internet and XL Home Entertainment Box XL Home Pow*

3. #xlhome provides internet service and ultra cable tv stable. XL Home uses media transferring data with optical fiber cable technology. With ... https://t.co/jg3r8xhhvj",*Strengths of the Internet and XL Home Entertainment Box XL Home Pow*3. provides internet service and ultra cable tv stable. XL Home uses media transferring data with optical fiber cable technology. With ...,*strengths of the internet and xl home entertainment box xl home pow*3. provides internet service and ultra cable tv stable. xl home uses media transferring data with optical fiber cable technology. with ...,Netral
"*Kelebihan Internet dan XL Home Entertainment Box XL HOME POW*

2. #xlhome memberikan layanan internet berkecepatan simetris antara kecepatan download dan kecepatan upload. 
Saat ini penyedia layanan internet dan tv… https://t.co/lMS5zpf6qC",1230071090870771713,"*Strengths of the Internet and XL Home Entertainment Box XL Home Pow*

2. #xlhome provides symmetrical internet services between download speeds and upload speeds.
Currently Internet and TV service providers ... https://t.co/lms5zpf6qc",*Strengths of the Internet and XL Home Entertainment Box XL Home Pow*2. provides symmetrical internet services between download speeds and upload speeds.Currently Internet and TV service providers ...,*strengths of the internet and xl home entertainment box xl home pow*2. provides symmetrical internet services between download speeds and upload speeds.currently internet and tv service providers ...,Netral
@FachrizalAsqi @belumrindu @almxr Kalau mau langganan xlhome boleh kami bantu daftarkan. *age,1230043274422784000,"@Fachrizalasqi @belumrindu @almxr If you want to subscribe to Xlhome, we can help register. *Age","If you want to subscribe to Xlhome, we can help register. *Age","if you want to subscribe to xlhome, we can help register. *ag",Netral
@fadlilarohim @fandyprst Kalau mau berlangganan xlhome dan misal area tercover jaringan xlhome boleh sy bantu daftarkan. Dm or kontak WA sy bisa datang *age,1230037203759194114,@fadlilarohim @fandypst if you want to subscribe to xlhome and for example the area covered by the xlhome network may help register. Dm or contact wa I can come *age,if you want to subscribe to xlhome and for example the area covered by the xlhome network may help register. Dm or contact wa I can come *age,if you want to subscribe to xlhome and for example the area covered by the xlhome network may help register. dm or contact wa i can come *ag,Netral
"Pakai #XLHome nonton Netflix  netflixkr bisa di TV jadi lebih nyaman.
Untuk berlangganan #XLHomeJogja bisa dm or langsung klik WA di profile.
#internetmurah #internetrumahsleman #tvkabelinternet @ Special Region of… https://t.co/4fPkoVsHLl",1229998980798521344,"Use #XLHOME watching Netflix Netflixkr can be on TV to be more comfortable.
To subscribe to #XLHOMEJOGJA, you can directly click WA on the profile.
#innetmurah #innetrumahsleman #tvkabelinternet @ special region of ... https://t.co/4fpkovshlll","Use watching Netflix Netflixkr can be on TV to be more comfortable.To subscribe to , you can directly click WA on the profile. special region of ...","use watching netflix netflixkr can be on tv to be more comfortable.to subscribe to , you can directly click wa on the profile. special region of ...",Positif
"@Mupahga07  Hi kak, untuk berlangganan silakan bisa ke https://t.co/VHvnacRvKF
 apabila ada pertanyaan seputar XLHome bisa hubungi kami di :
820 (dari no XL) free
08170123442 (dari no non-XL) tarif normal
Email : XLHomeCS@xl.co.id
FB : XL HOME
Twitter : @XLHomeID
#Thanks ^AdI :)",1229963007112839168,"@Mupahga07 hi sis, for subscription, please go to https://t.co/vhvnacrvkf
 If there are questions about XLHOME, you can contact us at:
820 (from no xl) free
08170123442 (from Non-XL No) Normal Rates
Email: xlhomecs@xl.co.id
Fb: xl home
Twitter: @xlhomeid
#Thanks ^adi :)","hi sis, for subscription, please go to If there are questions about XLHOME, you can contact us at:820 (from no xl) free08170123442 (from Non-XL No) Normal RatesEmail: xlhomecs.co.idFb: xl homeTwitter: ^adi","hi sis, for subscription, please go to if there are questions about xlhome, you can contact us at:820 (from no xl) free08170123442 (from non-xl no) normal ratesemail: xlhomecs.co.idfb: xl hometwitter: ^adi",Negatif
"@EvalianaKhanza  Hi kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1229936917057196034,"@Evalianakhanza hi sis, is there anything we can help with Xlhome? #Thanks ^adi :)","hi sis, is there anything we can help with Xlhome? ^adi","hi sis, is there anything we can help with xlhome? ^adi",Netral
lah nda telkomsel nda xlhome jelek semua jaringannya????😠😠,1229765042649718784,is telkomsel and xlhome is ugly all networks ???? 😠😠,is telkomsel and xlhome is ugly all networks ????,is telkomsel and xlhome is ugly all networks ????,Negatif
"@TriSujatmiko Hi Tri, Kami informasikan saat ini area kakak masih belum tercover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area kakak sudah tercover atau belum, silahkan cek di : https://t.co/0QqojBNA5H, ya  #Thanks ^Raffi :)",1229762508388388865,"@Trisujatmiko hi tri, we inform you that the area is still not covered by the xlhome fiber network. For more information whether the area is covered or not, please check at: https://t.co/0qqojbna5h, yes #thanks ^raffi :)","hi tri, we inform you that the area is still not covered by the xlhome fiber network. For more information whether the area is covered or not, please check at: , yes ^raffi","hi tri, we inform you that the area is still not covered by the xlhome fiber network. for more information whether the area is covered or not, please check at: , yes ^raffi",Positif
"@destamatita Kami informasikan saat ini area kakak belum tercover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area kakak sudah tercover atau belum, silahkan cek di : https://t.co/0QqojBNA5H, ya  #Thanks ^Raffi :)",1229715271914422274,"@destamatita we inform you that the area is not yet covered by the Xlhome Fiber network. For more information whether the area is covered or not, please check at: https://t.co/0qqojbna5h, yes #thanks ^raffi :)","we inform you that the area is not yet covered by the Xlhome Fiber network. For more information whether the area is covered or not, please check at: , yes ^raffi","we inform you that the area is not yet covered by the xlhome fiber network. for more information whether the area is covered or not, please check at: , yes ^raffi",Positif
"@junjinisme  Hi Kak, layanan Netflix sudah terserdia dalam layanan XLHome Fiber, namun untuk biaya berlangganannya diluar paket bulanan XLHome.  #Thanks ^AdI :)",1229605506882228225,"@Junjinism Hi Sis, Netflix service has been dreamed of the Xlhome Fiber service, but for the cost of subscribing outside the XLHOME monthly package. #Thanks ^adi :)","Hi Sis, Netflix service has been dreamed of the Xlhome Fiber service, but for the cost of subscribing outside the XLHOME monthly package. ^adi","hi sis, netflix service has been dreamed of the xlhome fiber service, but for the cost of subscribing outside the xlhome monthly package. ^adi",Netral
"@foureyes2222  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1229601676480270336,"@foureyes2222 hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
@anpwtr  Hi kak. adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :),1229588636967952385,@anpwtr hi sis. Can we help you about Xlhome? #Thanks ^adi :),hi sis. Can we help you about Xlhome? ^adi,hi sis. can we help you about xlhome? ^adi,Netral
"@fadlilarohim  Hi kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1229559089308397568,"@fadlilarohim hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
"@fandyprst  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1229559031334727680,"@fandypst hi sis, is there anything we can help with xlhome? #Thanks ^adi :)","hi sis, is there anything we can help with xlhome? ^adi","hi sis, is there anything we can help with xlhome? ^adi",Netral
"@raviagustiana  Hi kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1229558438641799168,"@raviagustiana hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
"@nyanyiak  Hi Kak, adakah yang bisa kami bantu mengenai XLHome? #Thanks ^AdI :)",1229556994845003776,"@nyangak hi sis, can we help you about xlhome? #Thanks ^adi :)","hi sis, can we help you about xlhome? ^adi","hi sis, can we help you about xlhome? ^adi",Netral
"@fandyprst neng jogja nek ra kota ki raono pilihan liyo e selain indihome 😂, nek misal mlebu wilayahmu mlebu coverage e iki alternatif yo paling biznet, citra, xlhome",1229433255901839361,"@FandyPRST NENG JOGJA NEK RA KIA RAONO CITY CHOICE LIYO ES Besides IndiHome 😂, Nek, for example, MLEBU, MLEBU COVERAGE E IKI ALTERNATIVE YO MOST BIZNET, CITRA, XLHOME","NENG JOGJA NEK RA KIA RAONO CITY CHOICE LIYO ES Besides IndiHome , Nek, for example, MLEBU, MLEBU COVERAGE E IKI ALTERNATIVE YO MOST BIZNET, CITRA, XLHOME","neng jogja nek ra kia raono city choice liyo es besides indihome , nek, for example, mlebu, mlebu coverage e iki alternative yo most biznet, citra, xlhom",Positif
"@KimiMr07 Hi kak, untuk saat ini saat ini area Bandung belum tercover jaringan XLHome Fiber. Untuk informasi lebih lanjut apakah area kakak sudah tercover atau belum, silahkan cek di : https://t.co/0QqojBNA5H, ya  #Thanks ^Raffi :)",1229403026831503361,"@Kimimr07 Hi sis, for now the Bandung area has not yet covered the Xlhome Fiber network. For more information whether the area is covered or not, please check at: https://t.co/0qqojbna5h, yes #thanks ^raffi :)","Hi sis, for now the Bandung area has not yet covered the Xlhome Fiber network. For more information whether the area is covered or not, please check at: , yes ^raffi","hi sis, for now the bandung area has not yet covered the xlhome fiber network. for more information whether the area is covered or not, please check at: , yes ^raffi",Positif
